,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
5583,4301,2435.json,true,Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,"corporations,economy,market-regulation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a town hall meeting,"But . . . to have an amendment compelling  going back even further than pre-Roe v.  Wade, to have a constitutional amendment to do that, I do not think would be the way to go. But Huckabee should be careful about casting stones."
5584,4302,8098.json,true,"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.","children,congress,debt,deficit,economy,families,immigration,legal-issues,taxes,workers",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,"an appearance on WPRI-TV's ""Newsmakers"" program","Clinton said that in 1928, school boards sent kids home with a note warning that if Al Smith were elected president, they would not be allowed to own or read a Bible. It appears that reference tracks back to a 1932 book, and a newspaper article before that, that spoke of a Sunday school in Daytona Beach passing out a note. There is a chance that other Sunday schools in other states did likewise, but we dont have proof of that. There is a big difference between a Sunday school and a public school. But her statement is only partially accurate."
5610,4328,2822.json,true,"Re: (Marco) Rubios support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.","federal-budget,state-budget",steven-schale,,Florida,democrat,1.0,0.0,0.0,0.0,0.0,a posting on Twitter.,"Ziemer wrote that malaria kills a child in Africa each minute. His staff at USAID said that figure is off. A better estimate is that a child dies every 1 minute 48 seconds. But even that figure comes with a measure of uncertainty. The actual death rate could be higher or lower. By any estimate, malaria remains a serious threat to children in Africa."
5629,4347,8529.json,true,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,"health-care,medicaid",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,remarks at a Dallas synagogue,"So where does Husteds tweet land on the Truth-0-Meter?The figure in of itself is correct and points to a slight post-recession upward trend. But the context around the tweet  the figure is worth boasting about because its a sign of economy recovery  seems overly optimistic, especially given the news releases footnote that theres no guarantee these filings mean more jobs will be created."
5633,4351,2247.json,true,Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.,"candidates-biography,financial-regulation,message-machine",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a TV ad.,"Reyes incorrectly refers to the  consultants projections as an audit of the census; it was a report. More  importantly, Reyes relies -- as have other entities -- on an outdated  report based on numbers the Census Bureau has said were flawed. This isn't a close  call."
5672,4390,13260.json,true,Weve had Muslims in America since George Washington.,"history,immigration",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the second presidential debate,"Obama said that the sequester -- and the defense cuts that would result from it -- was not his proposition. ""It is something that Congress has proposed,"" he said in the debate. But it was Obamas negotiating team that came up with the idea for defense cuts in 2011, though they were intended to prod Congress to come up with a better deal for reining in the deficit, not as an effort to make those cuts reality. Meanwhile, members of both parties in Congress voted for the legislation that set up the possibility of sequestration. Obamas position is that Congress should now act to avoid those across-the-board cuts. Obama cant rightly say the sequester isnt his, but he did need cooperation from Congress to get to this point."
5683,4401,227.json,true,Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.,economy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"New York, N.Y.","Stephen Reeves, a spokesman for the anti-gambling, Baptist-backed Christian Life Commission, said counting license plates is a poor way of gauging how much Texans spend in casinos. He followed up by email: ""However, if doing so I would suggest that the frequency that a particular car shows up must be taken into account to determine how much money they are spending. "" Our take: The fruit-salad methodology used by the consulting group was not perfect."
5696,4414,787.json,true,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn.","Increased competition from cheap foreign labor is squeezing U. S.  factory workers and costing jobs, while wages have not kept pace with rising energy and health care prices, several studies say, including the 2006 State of Working America by the Economic Policy Institute, a nonpartisan advocate for the poor. Productivity indeed is up about 18 percent since 2000, but income is down, and nearly 5-million more people are living in poverty than at the height of the last business cycle in 2000, government statistics show. ""All of that paints more of a picture about what individual households are seeing and reacting to,"" said Aviva Aron-Dine, a policy analyst for the Center on Budget Policy and Priorities, a nonpartisan advocacy group for the poor. Clinton accurately portrays the economic challenges facing Americans - and the next president - as she campaigns."
5705,4423,5245.json,true,"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",infrastructure,steve-cohen,U.S. Representative,Tennessee,democrat,0.0,0.0,1.0,0.0,1.0,a speech on the floor of the U.S. House of Representatives.,"Langevin may have thought he misspoke, but he actually had the larger trend right. (Get updates from PolitiFact Rhode Island on Twitter: @politifactri."
5750,4468,5887.json,true,"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",taxes,lou-greenwald,State Assemblyman,New Jersey,democrat,0.0,1.0,1.0,2.0,2.0,"an interview with on NJTV's ""On The Record.""","And remember, that was the worst case scenario from two groups that tend to support big business side of the issue."
5792,4510,7992.json,true,Economic Development Commission Executive Director Keith Stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 Studios.,"bankruptcy,corporations,debt,economy,history,jobs,state-budget,state-finances,taxes",charlene-lima,educator,Rhode Island,democrat,0.0,0.0,0.0,0.0,1.0,a speech on the floor of the Rhode Island House,"I wish the people of America agreed, and that the laws of our nation could reflect that view. But while the nation remains so divided over abortion, I believe that the states, through the democratic process, should determine their own abortion laws and not have them dictated by judicial mandate."
5793,4511,1788.json,true,"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",housing,florida-democratic-party,,Florida,democrat,5.0,4.0,4.0,5.0,3.0,an e-mail press release,"Mica's daughter, D'Anne Mica, once listed Consumers Alliance for Affordable Natural Gas as a PR client, a group that lobbied for increased natural gas drilling. The only real question is if D'Anne Mica currently represents the oil and gas group as Beaven suggests in her e-mail. The group hasn't been mentioned in a newspaper article since 2007, doesn't have an active website we can find and a person who worked for the alliance said they've been out of operation for a couple of years."
5812,4530,6523.json,true,Initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals.,diversity,sonji-jacobs,"Director of Communications, Office of Atlanta Mayor Kasim Reed",Georgia,democrat,0.0,0.0,0.0,0.0,0.0,,"Byron Tapley, director of the Center for Space Research at the University of Texas at Austin, said other countries are striving to launch people into space, including India, Japan, Ecuador, Iran and Malaysia. ""India and Japan are the most developed of this set,"" Tapley said. The capability for safely placing a human in orbit is much more demanding than the capability for placing a satellite in orbit."
5853,4571,10408.json,true,America is No. 1one in oil and gas.,"energy,gas-prices",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,his 2015 State of the Union address,"Bush said, ""In Florida, we have the lowest in-state tuition of any state. ""Thats not accurate if we look at 2014-15 tuition for four-year public universities compiled by the College Board. That data shows Wyoming had the lowest tuition followed by Arkansas, Utah, New Mexico, Montana and Florida. Bushs campaign said he was referring to Floridas ranking as the lowest in 2006-07 when he left office, but he didnt specify that timeframe during the debate."
5859,4577,261.json,true,"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",health-care,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a debate in Manchester, N.H.","He and his colleagues ""helped"" pass a budget that's reliant on money from the federal government, which is deep in debt. In effect, Georgia's in the black thanks in large part to the deficit spending Cox rails against."
5880,4598,4319.json,true,Hair stylists are required to undergo more government scrutiny than foreclosure consultants.,"consumer-safety,housing",gary-schaer,State Assemblyman,New Jersey,democrat,0.0,0.0,0.0,0.0,0.0,a press release,It's noteworthy that McCain won't answer the question these days.
5882,4600,57.json,true,"Thirty-four percent of Hispanics don't have any health care at all, don't have any health insurance.",health-care,dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,"a debate in Miami, Fla.","Bush said, ""Since 2008, U. S.  crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U. S. Thats accurate, as high prices and new extraction methods have led to a significant increase in the amount of crude oil the country produces. Depending on how you calculate it, production has gone up 83 percent through July, or 88 percent if you use the current 2015 average. Production is currently dipping downward, but its easily the fastest increase in a seven-year span in U. S.  history."
5907,4625,463.json,true,"Hillary Clinton advocates ""a freeze on foreclosures. Barack Obama said no.""",economy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,in a television ad,"Steven Frias said, ""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises. ""It appears that he belted this one out of the park."
5914,4632,7370.json,true,"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.","congress,women",jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,a press call ,"In its tweet, the Republican Party overreaches when it says the administration now calls the mandate a tax. The administration (still) isn't doing that. But it does cite Congress' power to levy taxes as authority for the mandate. And that enables the GOP to score its own political point, based on what looks like the administration's runs at having it both ways."
5948,4666,12914.json,true,50% of Hispanic students count on Pell Grants to pay for college.,"education,federal-budget",ruben-hinojosa,U.S. House member,Texas,democrat,0.0,0.0,0.0,0.0,0.0,a tweet,"Gingrich said during the debate that ""by 2014, there will be one administrator for every teacher on college campuses in the United States. In addition, faculty represented a growing share of college employees between 2000 and 2008, in part because of the growth in part-time instructors."
6000,4718,5246.json,true,"Before this day is out, 18 more veterans will have taken their own lives. That is the daily average, it is intolerable, and it has to stop.",veterans,rush-holt,,,democrat,0.0,1.0,2.0,1.0,0.0,a press release,"And Sotomayor goes on to detail those differences. In full context, it's clear that she is making the point that there are more decisions about interpreting and applying policy at the appeals court level. Sotomayor even noted that judges don't make law, that she was talking about interpreting and applying it."
6011,4729,10144.json,true,Says Sen. Rand Pauls 2011 budget included a big cut in the CDC.,"ebola,federal-budget,public-health",doug-muder,,,democrat,0.0,0.0,0.0,0.0,0.0,a post on the Weekly Sift blog,Sonny Perdue found a team of attorneys willing to fight the federal legislation at no cost to the state.
6017,4735,4848.json,true,The U.S. would gainrevenue by cutting personal income tax rates in half and ending tax breaks.,"deficit,taxes",mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a TV interview.,"The U. S.  Chamber's ad says, ""A Florida judge ruled parts of Obamacare unconstitutional. But the chamber fails to acknowledge that other judges have upheld it, and that the Supreme Court will have the final say this summer. Their statement is accurate but needs additional clarification."
6038,4756,5880.json,true,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,transportation,brigid-shea,"Principal, Carbon Shrinks LLC",Texas,democrat,0.0,0.0,1.0,1.0,0.0,an Austin mayoral debate on KXAN-TV,"The Romney campaign ad said that stimulus dollars paid for jobs in Finland. Ornisher, the company spokesman, told us the contract to produce the cars in Finland had been signed before the federal loan was approved. Also, measures were put in place to ensure that taxpayer dollars only went for work done in America. Fisker Automotive has yet to open the factory in Delaware but it also hasnt received the large government loan needed to do that. The ads suggestion that the Fisker loan was a reward to a political supporter also falls flat. The program was approved initially by the Bush administration."
6068,4786,5829.json,true,Wisconsin lost more jobs over the past 12 months than any other state.,jobs,barbara-buono,State Senator,New Jersey,democrat,3.0,1.0,4.0,4.0,1.0,a news release,"DuVal said the U. S.  is the only major oil-producing nation in the world that bans export of its crude oil. Two experts we contacted agreed with DuVals statement, and officials at the EIA said theyre not aware of any other country with similar export restrictions. But the ban is not absolute -- a small portion of U. S.  crude is exported to Canada."
6096,4814,8629.json,true,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family.","children,corrections-and-updates,education,income",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech,"The ruling Van Susteren said, ""So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas,"" because Kerry was seen as ""supporting Hamas to the exclusion of the Arab League. ""Kerry never spoke directly with Hamas, a factual error that Van Susteren acknowledged. Instead, Kerry spoke with leaders from Turkey and Qatar -- who are seen as intermediaries for Hamas. As to her point about the meeting upsetting the Arab League, experts say some key members of the League were upset, but not all of them."
6109,4827,13136.json,true,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.","debt,deficit,taxes",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a Presidential debate at Hofstra University,Obama said that less-affluent children are behind by the time they start school because they have heard about 30 million fewer words than peers from higher-income families. Experts say studies clearly support Obamas point.
6120,4838,5986.json,true,Says one in four women and one in seven men have been victims of domestic violence in their lifetime.,"crime,women",suzanne-bonamici,State Senator,Oregon,democrat,0.0,3.0,0.0,0.0,1.0,a House floor debate,"Still, looking at data for Georgia, the trend remains for white voters -- regardless of educational level -- to vote Republican. But in Georgia and the Deep South, the GOP is still firmly in control."
6145,4863,11257.json,true,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",health-care,dan-gecker,Chesterfield County supervisor,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a candidates' forum.,"Which is why, among many other obvious strategic calculations, that same-state tickets are so unlikely to develop. The constitution does exact a price for such arrangements, as electoral voters could only cast a ballot for one or the other candidate."
6153,4871,2402.json,true,Ed Schultz said Alan Grayson is what its all about.,"message-machine,pundits",alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,a TV ad.,"The quarterly time frames dont match up precisely with Walkers time in office because, as we noted, there is a lag of several months in reporting the figures. But when compared March 2011 to March 2014, and December 2010 to December 2013, the results were essentially the same: Wisconsin has lagged the national average on job growth, but was slightly higher on wage growth. Our rating Citing statistics for the most recent year, Todd said Wisconsin is below the national average in wage growth and job growth. The latest federal figures, comparing March 2013 to March 2014, show Wisconsins job growth rate at 1 percent, below the national average of 1. 7 percent, and its wage growth rate at 2. 9 percent, behind the national average of 3. 8 percent."
6154,4872,961.json,true,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,economy,elijah-cummings,U.S. Representativej,Maryland,democrat,0.0,0.0,0.0,0.0,0.0,in a TV interview,Summary: Theres no firm data on how many gun permits are out there. Deal made clear that the number he quoted was a rough estimate of gun permits in Georgia. It falls in line with the lowest of the estimates out there. Deals statement is accurate but needs a bit of additional context to be fully understood.
6177,4895,10533.json,true,"Last year, we saw the first reduction in the federal prison population in 32 years.","corrections-and-updates,crime,criminal-justice",eric-holder,Attorney General,"Washington, D.C.",democrat,0.0,0.0,0.0,1.0,0.0,remarks at the National Press Club,"Health care inflation did drop between the late 1980s and the 1990s -- but not by the numbers Scott cited. And it's a stretch for Scott to suggest the actions of a single company caused that drop -- while the country was transitioning to managed care. With his hospital chain CEO background and national leadership onmedical care and insuranceissues, Scott should be considered a well-spokenexpert on health careinflation."
6179,4897,5020.json,true,Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,"economy,health-care",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a speech in New Hampshire,"LoBiondo said ""new estimates from the Congressional Budget Office conclude the final price-tag"" for the health care law ""will exceed $2 trillion  more than double what was initially reported. ""CBO recently projected the gross cost of insurance coverage provisions in the law at $1. 762 trillion from 2012 to 2022. In 2010, the agency estimated the gross cost at $938 billion from 2010 to 2019. When comparing the years included in both estimates -- 2012 to 2019 -- its clear the cost did not double. It increased by 8. 6 percent. And during the same time, the net cost of the law decreased."
6189,4907,160.json,true,Dodd brought both parties together to pass the Family and Medical Leave Act.,job-accomplishments,chris-dodd,U.S. senator,Connecticut,democrat,0.0,0.0,3.0,3.0,0.0,a TV ad airing in Iowa and New Hampshire.,"When those costs are factored in, defense spending comes to about 5 percent of GDP. Even at that higher level, spending is low compared to the post World War II era. So Forbes is right that the U. S.  defense budget is at a relatively low mark when its measured by the countrys economic outlook."
6208,4926,7185.json,true,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.,"children,city-government",dan-saltzman,Portland City Commissioner ,Oregon,democrat,0.0,0.0,0.0,0.0,0.0,a television news interview ,"To be sure, Sauk City isn't the only small town where DMV hours are limited, but no DMV site is open less. Our rating Oliver said that in Sauk City, Wis. , ""the ID office"" that provides identification for voting ""is only open on the fifth Wednesday of every month"" -- a total of four days in 2016. Hes correct that the state DMV office in Sauk City is only open on those four days in 2016, but that isnt the only place where residents can go to get a state ID that they can use for voting. Several other locations within a relatively short drive of Sauk City are open much more often."
6264,4982,95.json,true,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Clinton, Iowa","If Perry had substituted ""affirm"" for ""continue,"" the statement would have been accurate, though perhaps less politically potent. But the brunt of Perry's charge is correct: Sen.  Hutchison voted for a resolution that said Roe v.  Wade should not be overturned."
6272,4990,1718.json,true,"Republican challenger Bill Flores ""has never once voted in a general election in our district.""","candidates-biography,elections,message-machine",chet-edwards,U.S. House member,Texas,democrat,0.0,2.0,0.0,0.0,0.0,a campaign video,"McNamara says he was relying on information Rodger presented: ""We [legislators] assume that people give us information that is accurate. ""But Rodger did provide accurate information -- as far as it went -- McNamara just cited it inaccurately. (Get updates from PolitiFactRI on Twitter."
6303,5021,608.json,true,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Springfield, Mo.","Holloway, who is due in court Jan.  27, 2011, for the building inspection fees, said the city is using such charges to balance its budget. The city has had more re-inspections and other unpaid charges in recent years."
6305,5023,8805.json,true,"In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined.","abortion,health-care,women",patty-murray,U.S. Senator,Washington,democrat,0.0,0.0,0.0,0.0,0.0,an online statement,"Even for the college costs that have risen, the Romney campaign does not provide sufficient proof to link that rise to Obama. Governors and legislatures bear far more responsibility for rising prices at public universities, and to the extent Obama has had any effect, it has been to help slow or even decrease the cost burden through federal assistance to students."
6315,5033,396.json,true,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.,iraq,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"an interview on MSNBC's ""Hardball.""","The data the campaign relied on was not seasonally adjusted, so unemployment levels were exaggerated by the sudden graduation of high school and college students -- a caveat that was specifically noted high up in the story that the ad cited as its source. As it turns out, even the highest seasonally adjusted calculation we made is just half the size of the 90 percent cited in the ad. And excluding volatile month-to-month figures by looking at a full year-long comparison actually leads to the exact opposite conclusion from the one drawn in the ad: Better than 90 percent of metro areas saw unemployment drop, not rise, over the previous year."
6318,5036,11747.json,true,Our businesses have created jobs every single month since (Obamacare) became law.,"economy,health-care,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,his State of the Union speech,"Murray said there have been more state-level abortion restrictions in the past three years than in the 10 years before that. A Guttmacher Institute report counted 205 restrictions from 2011 to 2013, compared to 189 from the previous decade. It's worth noting that 25 of those aren't currently in effect, but Murray specifically referred torestrictions enacted, not restrictions currently enforced. Both abortion-rights advocates and anti-abortion advocates told PolitiFact that they concur with Guttmacher'sdata."
6336,5054,6191.json,true,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,"congress,education,federal-budget",ron-wyden,U.S. Senator,Oregon,democrat,0.0,1.0,0.0,3.0,0.0,in a news release ,"In terms of raw numbers, Goodlatte is correct. The closest Congress came to that number was about a $38. 5 reduction in 1946 and about a $21 billion lop the following year. But the magnitude of those post-war cuts, when adjusted for inflation and the percentage of non-discretionary spending they represented at the time, far outstrips this years House proposal. Goodlattes statement is accurate but benefits from clarification."
6337,5055,12945.json,true,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",immigration,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a post on Medium,"Sadler said Cruz is unknown to the vast majority of Texans. He told us this was a reference to Cruzs lack of a legislative record, not his name recognition. The facts are that Cruz is widely known among Republican voters and may be known by around 60 percent of all voters."
6369,5087,12070.json,true,"Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.","diversity,guns",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech posted on Medium,"Pawlenty was succeeded by a Democrat, Mark Dayton, who campaigned on using the federal health care law of 2010 to expand the Medicaid program in Minnesota. Signing an executive order to do so was one of Daytons first acts as governor, which moved the General Assistance Medical Care program into Medicaid. The ad from the Democrats says that Pawlenty eliminated a health care program for 33,000 to 35,000 people. He did veto the program, but then he negotiated a change to lower costs by reducing benefits."
6403,5121,8130.json,true,Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,"health-care,states",ted-deutch,,Florida,democrat,0.0,0.0,0.0,0.0,0.0,a letter with other Florida lawmakers to HHS Secretary Kathleen Sebelius,"Palin wrote on Facebook, ""As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. People who worry about the zombie apocalypse will not be comforted to hear this, but there is no plan. The CDC played off the zombie apocalypse craze in 2011 as way to pass along real information about preparing for emergencies that don't involve zombies. They wrote up a tongue-in-cheek blog post, which successfully generated plenty of attention. So when the zombies come, youre on your own. May 28 update (2:04 p. m. ): Since our fact-check first posted, our zombie friends have alerted us to some more zombie government business that we think is worth mentioning. In the first case, the Washington Examiner reported on the Department of Homeland Security allowing federal government contractors to potentially be reimbursed for attending HALO Corp. 's 2012 Counter-Terrorism Summit. As part of the summit, Halo put on a ""live war game of a zombie apocalypse, complete with 40 actors in full zombie makeup,"" the Washington Examiner reported. In the second, Foreign Policy magazine found a 2011 military training document that included plans for a zombie attack. But its not really a ""plan. ""Its part of a training exercise, the magazine reported. ""The document is identified as a training tool used in an in-house training exercise where students learn about the basic concepts of military plans and order development through a fictional training scenario,"" Navy Capt. Pamela Kunze, a spokeswoman for U. S.  Strategic Command, told CNN."
6408,5126,368.json,true,"He's been endorsed by ""every major newspaper here in the state of Texas.""",elections,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Austin, Texas.","His figure, widely cited in the news media, comes from an organization that both sides of the debate rely one for information. But while the source Brown used is widely cited, it is worth noting that it is not a recent study. The study, attributed to the Guttmacher Institute, was done nearly a decade ago. Thats an additional piece of information that helps put the data in context."
6409,5127,1314.json,true,The House of Representatives does not have a prochoice majority.,abortion,loretta-sanchez,member of Congress,California,democrat,0.0,1.0,1.0,0.0,1.0,"an interview on ""Morning Joe""","Raimondo said, ""Rhode Island has the second highest per enrollee [Medicaid] cost of any state in the country, which is 60 percent higher than the national average. ""But in making her statement on one of the central elements in her proposed budget, Raimondo didnt note that the numbers were from the 2011 year. Granted, those are the most recent statistics available, according to Kaiser. But a lot can happen in four years."
6418,5136,5423.json,true,Florida is the largest dog-racing state in the country.,"animals,gambling,tourism",maria-sachs,Florida senator,Florida,democrat,1.0,0.0,0.0,0.0,0.0,a press conference,"Steube said Oregons Umpqua Community College ""was a gun-free zone. ""The school does have a policy generally prohibiting firearms on campus. However, Oregon law allows for students with valid concealed carry permits to bring guns on school grounds with some restrictions. An Umpqua official confirmed that students with concealed carry licenses are allowed to bring them on campus in compliance with state law, just as Steube wants to see in Florida."
6421,5139,9863.json,true,We cut our deficits by more than half.,"deficit,economy,federal-budget",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech in Milwaukee,"San Antonio Express-News:    ""America needs a president that tries to create unity out of diversity, marshalling all the forces  red, blue or purple  that make this country great. Sen.  Barack Obama is the Democratic candidate that offers the best chance to reach that lofty objective. ""Fort Worth Star-Telegram:    ""Obama might be shorter on detail, but he is by far longer on inspirational spirit, charisma and an ability to energize previously unengaged Americans in the voting process, particularly the usually unengaged up-and-coming generations on whose shoulders America's future rests. ""Corpus Christi Caller-Times:    ""The Editorial Board endorses Sen.  Barack Obama because it believes that he offers the kind of inspirational leadership the country is hungry for."
6428,5146,8753.json,true,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",education,joseph-cryan,State Assemblyman,New Jersey,democrat,1.0,1.0,0.0,0.0,0.0,an Assembly session,"The governor, in his interview, said Virginia is one of four states that foot the entire bill for pension contributions. But McDonnell removed a fifth state that had been on the list -- Missouri -- because at the start of this year, Missouri began requiring new hires to pay in. So Virginia shouldnt be on that list either."
6443,5161,4826.json,true,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,economy,steve-rothman,,,democrat,1.0,2.0,0.0,1.0,1.0,a statement in the Congressional Record,"Lowry said reports show that most of the people signing up through the Obamacare exchanges already had insurance. The McKinsey report he cited did not address his specific point. It examined the individual insurance market as a whole, regardless of how people found their insurance plans. The survey did not describe the performance of Obamacare. An analyst cited by Lowry confirmed this point. There are other data from other states that Lowry could have cited that would suggest a greater impact on the number of uninsured people. But that is also flawed. The fact is, we have no clear data and to say most of the people already had insurance sidesteps an information gap."
6481,5199,497.json,true,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' ""","elections,ethics",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Tampa, Fla.","Cobb says Travis County residents ""trusted me to take on Tom DeLay--and we won. ""Cobb and the county won a jury verdict against DeLay. However, the convictions were tossed by an appeals court; its ruling was upheld by the state's highest criminal court of appeals."
6493,5211,12508.json,true,Says Donald Trump mocked someone with a disability.,disability,priorities-usa-action,,,democrat,3.0,1.0,4.0,2.0,1.0,a TV ad,"Bruuns spokeswoman Alee Lockman says Bruun has not suggested a specific age limit for workers who want to contribute to private funds. He says only ``younger workers. Its beyond dispute that, if hes elected to Congress, Bruun would vote to partially privatize Social Security."
6504,5222,9691.json,true,The House of Representatives has never sued a sitting president in all of U.S. history.,"congress,legal-issues",nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a fundraising letter,Martin said the KKK was created by the Democratic Party. Historians say the KKK consisted of a group of Southern whites after the Civil War who were Democrats. It should also be noted that the anti-black Democratic Party of the 1860s and 1870s bears no similarity to the party of today. Recognizing that Martin has expressed regret for his statement.
6541,5259,4477.json,true,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",education,sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a Senate speech ,"We think both are important points that help provide clarification about taxes in Ohio. But how to best define tax burden is cloudier, and a look at other research shows that answers and rankings can vary wildly depending on which taxes are included, which data sets are employed and which projectons are applied."
6542,5260,13303.json,true,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.","elections,foreign-policy,history,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the third 2016 presidential debate,"So that drags down the total net worth for the poorer half of U. S.  households that Moore cited. We also want to add one cautionary note, from Mitchell of the Cato Institute, about Moores methodology: The Federal Reserve uses hard numbers to calculate the net worth of all households, but Forbes uses assumptions and interviews along with hard numbers in estimating the net worth of the Forbes 400. Theres no way to know how the differences between the two affect the net worth numbers, but Moore used the data that are available and theres no indication he ""cherry-picked"" figures for a desired result, Mitchell said. With that caveat, our assessment indicates that as of 2009, the net worth of the nations 400 wealthiest individuals exceeds the net worth of half of all American households."
