,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
7339,6057,2902.json,true,On offshore oil drilling.,"energy,oil-spill",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,an interview on CNN.,"From the study: ""When we asked about how having a service member in their immediate unit who said he or she is gay would affect the unit's ability to 'work together to get the job done,' 70 percent of service members predicted it would have a positive, mixed or no effect. . . when asked about the actual experience of serving in a unit with a coworker who they believed was gay or lesbian, 92 percent stated that the unit's 'ability to work together' was 'very good,' 'good,' or 'neither good nor poor. '""According to the study, 15 to 20 percent of service members said repeal would have a positive effect, while 30 percent said it would have a negative effect. So, somenot allmilitary personnel objected to repealing the law, some saying the timing is bad. And not all who dont answer directly to the president labeled the change a terrible idea."
7391,6109,4361.json,true,The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,health-care,steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1.0,2.0,1.0,1.0,0.0,comments to Tallahassee residents,"The lower than expected revenues were a result of timing, not depressed collections."
7403,6121,5232.json,true,Sherrod Brown has voted with Barack Obama 95 percent of the time.,voting-record,ohio-republican-party,,Ohio,republican,2.0,2.0,2.0,1.0,0.0,an interview with The Plain Dealer,"Clinton, meanwhile, weighed in a week later with a statement on Rice's nomination, saying, ""In her role as National Security Advisor, Dr.  Rice was a member of the team responsible for our flawed Iraq policy. ""Clinton also said in the statement the she profoundly disagreed and deeply regretted how the war has been conducted. Clinton might be showing moxie by trying to reframe the Iraq issue in a way that puts her on top, but the facts don't support it."
7411,6129,1547.json,true,Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,federal-budget,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,"Adler said the list was first generated through public records, and then was added onto as readers sent in additional banned titles over the years. Adler said he got a few e-mails last week alerting him that his list had been co-opted. He checked, and the alleged Palin list was identical to his. He said he doesn't know who may have copied and pasted it into the bogus Palin chain e-mail."
7429,6147,1443.json,true,The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,immigration,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a debate.,"Paul said, ""Debt doubled"" under Bush ""and now its tripling under Barack Obamas watch. Paul, on the other hand, said that it meansdebt today, under Obama, is triple what it was when Bushs term started. Indeed, todays national debt is about triple what it was in January 2001, when Bush took office. It's also worth noting that many factors other than a particular president's policies affect the national debt. From one not-so-obvious angle, Paul's numbers are correct."
7431,6149,1745.json,true,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""","children,education,energy,state-budget",jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,a newspaper column,"Gordon said it's typical for government to run a deficit during an economic downturn. In the end, Obamas proposed budget wont sail through Congress; presidents (and governors) propose, lawmakers dispose. The governor also is correct on the size of the increased federal debt limit."
7449,6167,2732.json,true,"Decorated Marine, two-tour Iraq war vet.","candidates-biography,iraq,job-accomplishments,message-machine,military,public-service,veterans",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign ad,"In 2008, though, Mississippi Gov. Haley Barbour aired these misgivings: ""I am concerned about mandating the E-Verify system as the sole source from which an employer in Mississippi can verify a potential employees eligibility, especially since the federal government itself has said E-Verify is not a reliable system. ""The bottom line: Texas uses the same method of checking legal residency that most states use. But Hutchison correctly said the state doesn't use E-Verify."
7476,6194,2566.json,true,"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.","economy,message-machine,stimulus",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a television campaign ad,"Any remainder would go into a special health spending account. We've seen Barack Obama talk about a $1,000 tax cut for working families, when it's actually a $500 per person tax credit. McCain would be accurate if he had said $5,000 per family, but his statement in the debate takes things too far. It's $2,500 for single people."
7518,6236,2500.json,true,"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award","crime,message-machine",tom-ganley,Businessman,Ohio,republican,1.0,0.0,0.0,1.0,0.0,a campaign video,"In 2009 Warner pledged he would not support health care reform ""thats going to take away health care that youve got right now or a health care plan that you like. ""The bill Warner voted for that December had language exempting existing plans from complying with minimum coverage standards. So under a narrow interpretation, it can be argued Warner held steady. But Warners pledge weakens under a broader lens. The bill had a loophole: It allowed the president, who promised to protect policies people liked, to fill in the details. Obama, in 2010, imposed tough regulations that made it in infeasible for insurers to continue offering many grandfathered plans. Warner says he was disappointed by the presidents action. Later that year, Warner and all Senate Democrats voted against a GOP resolution to repeal the regulations, even though the White House had begun projecting that many grandfathered insurance plans would be cancelled. Democrats said that repealing the rules would jeopardize other popular provisions written into the ACA. Warner, on the other hand, has advocated pushing back deadlines on the enactment of the insurance regulations. Theres been some back and forth on Warners position."
7554,6272,134.json,true,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a Republican debate in Orlando, Fla.","Surely McCain knew that when he said otherwise. Of course, we aren't able to answer the underlying question of whether Iran is seeking nuclear weapons, as McCain believes."
7557,6275,2214.json,true,Ive taken on the federal government and won.,candidates-biography,jeff-kottkamp,,Florida,republican,0.0,1.0,1.0,0.0,0.0,a debate.,"Santorum said the federal government allows health insurance companies to keep only 15 percent of their revenues to run their businesses. His description of the medical loss ratio provision of the health reform law doesn't tell the whole story. The rule does require large group insurance plans to spend 85 percent of their premium income on real health care. For small group plans the rule is more generous. All health insurance companies are still free to spend other streams of revenue however they wish, and several types of expenses are specifically exempted from the 15 (or 20) percent limit. Santorums statement leaves out a good deal of important information."
7574,6292,6551.json,true,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.","education,jobs",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"statements during a rally at St. Anselm College in Manchester, NH ","In fact, several pointed back to UN Women, and statisticians there reject this figure. The data that do exist suggest that women own much less land than men but the situation varies widely from country to country."
7596,6314,1951.json,true,Georgia has more illegal aliens than the state of Arizona.,immigration,jeff-chapman,,Georgia,republican,0.0,0.0,0.0,0.0,0.0,Jekyll Island gubernatorial debate,"The Republican Party of Florida said that Crist ""raised taxes in 2009 and wont rule out raising taxes again. ""The Republicans omitted Crists softer language in the same interview when he added, ""I dont know if its necessary right now."
7597,6315,5338.json,true,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.","county-budget,state-budget,taxes",rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,1.0,3.0,4.0,0.0,1.0,an op-ed piece,That means its time for the Truth-O-Meter. State Sen.  Glenn Grothman said Wisconsins neighbor to the west doesnt have any payday lenders. We wouldnt say Grothman was being snaky.
7610,6328,943.json,true,"The omnibus spending bill has 9,427 pork barrel items.",federal-budget,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an interview on CNN's American Morning.,"The expiration of the Social Security payroll tax holiday means that tax will revert to higher, pre-2011 rates for everyone who earns a paycheck, though a minority of tax filers have no wage earnings. But then, he only had 140 characters to work with."
7664,6382,3952.json,true,Says the state budget includes spending on commercials for Fortune 500 companies.,state-budget,david-simpson,Texas House Representative,Texas,republican,0.0,0.0,0.0,1.0,0.0,an op-ed,"In his first Senate floor speech, he cited a shrinking military that the numbers do not fully bear out. Perdue does have a valid point to make, about a historical success in paying for a military whose strength and size make it more likely to be a deterrent than a singular battle force. His argument can be supported, but not with the numbers he provides."
7683,6401,3009.json,true,Proposed federal regulations would affect every streetsign in the country,transportation,william-howell,Speaker of the Virginia House,Virginia,republican,0.0,0.0,0.0,0.0,1.0,a speech.,"Restoration PAC says Bennet ""chose the (Washington) insiders over our generals""in the battle against Islamic State. The group says President Obamas withdrawal of U. S.  troops from Iraq fueled the rise of ISIS and blames Bennet for supporting the withdrawal and for generally backing Obama. However, Bennet has advocated for a strong defense against terrorism, passed legislation to prevent potential terrorists from using the Visa Waiver Program to easily enter the United States and backs initiatives to counter extremists from recruiting people online. It's a big stretch to say that because Bennet supported the withdrawal and welcomed home U. S.  troops after a long war, he chose Washington insiders ""over our generals."
7685,6403,1769.json,true,"Scott Maddox is a ""lobbyist.""","candidates-biography,elections",adam-putnam,Florida Commissioner of Agriculture,Florida,republican,0.0,1.0,1.0,2.0,1.0,a campaign statement.,"Lastly, we turned to the Texas Film Commission, which says on its website that certain commercials  such as ads for state agencies or those that portray Texas negatively  arent eligible for incentives. Otherwise, state law permits incentives for a TV commercial project of up to 5 percent of the amount spent on the project in the state, according to the commission. To qualify, the maker must spend at least $100,000 in Texas, at least 60 percent of its shooting days must be completed in the state and at least 70 percent of the paid crew, cast and extras must be Texas residents. Nashed told us TV commercial projects will continue to be eligible for incentives in 2012-13."
7687,6405,914.json,true,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""","economy,stimulus",joe-barton,U.S. Representative,Texas,republican,3.0,1.0,0.0,0.0,0.0,a statement at a committee meeting.,"His follow-up statement said the administration and IBM had worked on ""possible projects"" but agreed not to ""move forward,"" although IBM is a partner in ""our work to fight fraud."
7689,6407,9132.json,true,"The National Science Foundation awarded $700,000 to fund a climate change musical.","climate-change,federal-budget,science",lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,a committee hearing,0 out of 4. 0. And there's no requirement for attending state schools since age 5 or 6.
7693,6411,13059.json,true,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",ethics,elaine-phillips,State Senate Candidate,New York,republican,0.0,0.0,0.0,0.0,0.0,a post on Facebook,"Our rating Baldwin says that except for Trump, ""every other major party nominee"" for the past 40 years has released their tax returns. During that period, the only major-party presidential nominee who didnt release returns was Ford, the Republican nominee in 1976. It's also worth noting that many nominees have released numerous years of returns, but some have released only one or two."
7694,6412,8152.json,true,Why didnt (uninsured Americans) buy insurance? Because of the expense.,"health-care,poverty",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,"an interview on Comedy Central's ""The Daily Show""","Brewer said, ""Senate Bill 1070, simply, just mirrors federal law. ""The law on the books today comes close to mirrored federal law. But thats only because the majority of the law was tossed out by the federal courts because it conflicted with federal law. Its an odd thing for Brewer to be bragging about."
7701,6419,780.json,true,I have disagreed strongly with the Bush administration on this issue of global warming.,environment,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a debate in Nashville, Tenn.","But we got the balanced budget because the Cold War ended and a bubble temporarily pushed revenues through the roof. He said the ""pay-as-you-go law . . . was a big reason why we had record surpluses in the 1990s. ""He is correct that it is a basic principle behind the effort to balance the budget, but his statement somewhat overstates the policy's importance in achieving that goal. Yes, PAYGO rules provided some discipline that might have restrained Congress from adding more spending or new tax cuts, but the economy and the defense cuts were the biggest factors that led to the balanced budget."
7720,6438,7540.json,true,Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,"corrections-and-updates,federal-budget,pundits,wealth",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a speech at CPAC,"But Wynne, on behalf of her organization, chose to repeat it, even when the story itself included facts that should have prompted some skepticism."
7746,6464,1566.json,true,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,crime,jeff-kottkamp,,Florida,republican,0.0,1.0,1.0,0.0,0.0,an op-ed published in Florida newspapers,"The uptick in Fish and Wildlifes overall budget, by the way, came from a 30 percent increase in user fees and a 12 percent boost in federal money. The bottom line is that there are other natural resource agencies that have taken greater budget hits than DEQ, whether you measure by total funds or general funds, including one of the agencies cited. The statement is partially accurate, but leaves out important details."
7761,6479,2204.json,true,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.","economy,federal-budget",george-voinovich,Former U.S. senator from Ohio,Ohio,republican,0.0,0.0,0.0,0.0,0.0,a speech in the U.S. Senate,"More on student loans Russ Feingold says U. S.  Senate opponent Ron Johnson ""is opposed to all government-assisted student loans. ""Hillary Clinton says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students."
7766,6484,12155.json,true,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",market-regulation,catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0.0,1.0,0.0,0.0,0.0,a debate,"Lawmakers cut public school aid, mainly by changing an established funding formula and reducing aid to targeted programs."
7767,6485,5509.json,true,Says he cut taxes by more than $600 million when he wasgovernor.,"job-accomplishments,state-budget,taxes",george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,an op-ed,"We want to drive them out of business all together. ""Back to Kottkamp's original statement. Trying to underscore the severity of the prescription drug problem in Florida, Kottkamp said that ""nearly all of the top 50 prescribers"" of the powerful pain killer oxycodone in the country are located in Florida. The DEA, using its most recent data, says that 49 out of 50 of the top oxycodone prescribers are located in Florida."
7789,6507,5706.json,true,Our rainy day fund has gone from 89 cents to $240 million.,"economy,jobs,state-budget,state-finances",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview with Fox News,"Cantor is correct that the bill's biggest expansions in coverage do not happen until 2014, including the exchanges, the subsidies and the Medicaid expansion. He's also right that some taxation begins well before that. But several of the bills most popular provisions -- including no cancelation of health insurance for pre-exisitng conditions and guaranteed coverage of dependents to age 26 -- have taken effect and other components will be implemented before 2014. And only 10 percent taxes that come with health care reform will be levied in the first four years."
7793,6511,2859.json,true,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.","government-efficiency,transparency",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a blog post,"""Senator Grassley, when I asked him about it last night  Ive got to go with your senior senator,"" Perry said. The newspaper said Perrys staff, ""checking their BlackBerrys, said it might be a recent development that federal transportation officials dropped the idea. ""The newspaper said Grassley, referring to the federal announcement, wrote in an electronic newsletter last week that common sense had appeared to prevail in the matter. Far as we can tell, the regulation questioned by Perry hasn't even been proposed at the federal level."
7795,6513,7861.json,true,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,"city-government,corrections-and-updates",derek-ryan,Political consultant,Texas,republican,0.0,0.0,0.0,0.0,0.0,a tweet,"But he is correct to suggest that if Loughlin's side had prevailed, those subject to domestic violence restraining orders would be allowed to keep their guns. We asked Loughlin's campaign manager to explain why he voted against the 2005 bill. Her answer:    ""John is a supporter of the Second Amendment and he voted against this bill because it was too broad and he was concerned that there was no distinction made between handguns and antique collectibles or family heirlooms."
7796,6514,285.json,true,(My dad) used to campaign against the gas-guzzling dinosaurs.,energy,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a TV interview on CBS.,"Pitman said Florida has seen ""double-digit drops"" in alcohol use among teens. A survey conducted by the state does show double-digit drops for both middle- and high-schoolers over the last decade, though the decline for high schoolers in a survey by the Centers for Disease Control and Prevention found a decline of about 8 percentage points."
7852,6570,5303.json,true,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,elections,brian-kemp,Secretary of State,Georgia,republican,0.0,2.0,0.0,0.0,0.0,in editorials and op-ed articles,"The trustee who managed Romneys holdings has publicly confirmed that Mitt and Ann Romney had ""approximately $3 million"" in assets in a Swiss bank account between 2003 and 2010, and the Romney campaign did not object to that characterization when we contacted them for this story. Swiss bank accounts may make good fodder for campaign commercials and Jason Bourne movies, but there's nothing to indicate Romney did anything illegal or improper with the account."
7870,6588,1567.json,true,If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.,federal-budget,george-lemieux,,Florida,republican,4.0,1.0,6.0,4.0,0.0,Miami Herald editorial board interview,"Clinton said, ""If I had not asked for my emails all to be made public, none of this would have been in the public arena. However, multiple pending FOIA requests for her emails likely would have made some of these emails public regardless. Its disingenuous for Clinton to treat her request as proactive transparency, when her practices protected her email from public scrutiny until she was out of office."
7886,6604,11624.json,true,Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.,health-care,ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a radio interview,"Judging by the numbers alone, Romney was close to accurate. In recent years, the number of Navy and Air Force assets has sunk to levels not seen in decades, although the number of ships has risen slightly under Obama. Quite the contrary: The United States is the worlds unquestioned military leader today, not just because of the number of ships and aircraft in its arsenal but also because each is stocked with top-of-the-line technology and highly trained personnel. Thanks to the development of everything from nuclear weapons to drones, comparing todays military to that of 60 to 100 years ago presents an egregious comparison of apples and oranges. Todays military and political leaders face real challenges in determining the right mix of assets to deal with current and future threats, but Romneys glib suggestion that todays military posture is in any way similar to that of its predecessors in 1917 or 1947 is preposterous. In addition, Romney appears to be using the statistic as a critique of the current administration, while experts tell us that both draw-downs and buildups of military equipment occur over long periods of time and can't be pegged to one president."
7899,6617,12061.json,true,One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.,supreme-court,jeff-flake,U.S. Senator,Arizona,republican,0.0,1.0,0.0,0.0,0.0,a statement,"Crist said in a tweet that 41,200 veterans in Florida ""dont have health care because Scott didnt expand Medicaid. ""Crists tweet linked to a map that cited the Urban Institute study showing the number of uninsured veterans in each state that might qualify for the Medicaid expansion. Crists tweet omits two major points: Some of those 41,200 veterans could get health care other ways. Its possible some are eligible for services through the VA but for a variety of reasons havent sought those benefits. Also, Scotts not solely responsible for Florida failing to expand Medicaid. After Scott opposed the expansion, he came out in support of it in February 2013."
7923,6641,8791.json,true,"In Virginia, Medicaid has grown by 1,600 percent in the last 30 years.","medicaid,state-budget",william-howell,Speaker of the Virginia House,Virginia,republican,0.0,0.0,0.0,0.0,1.0,an op-ed.,"Those are two separate thoughts from an actual speech, spliced together through video editing in a way that twists Obamas argument beyond recognition."
7946,6664,1529.json,true,"Says Paul Workman voted in the Democrat primary, supporting Democrats with his vote.",elections,holly-turner,Lawyer,Texas,republican,0.0,1.0,0.0,0.0,0.0,a radio ad,"OReilly said that Russia and China ""absolutely said clearly"" they would not keep economic sanctions on Iran if the United States ""walked away from the deal. ""Russia and China certainly have given signals that they both wanted sanctions against Iran removed. Both Russia and China have a history of ignoring sanctions that have been placed on Iran. Experts say that ifthe United States, one of the strongest supporters of these sanctions, had abandoned the deal, then it is likely that China, Russiaand possibly other countries would have disregarded these sanctions. O'Reilly is pushing the envelope when he said ""absolutely"" clear, as they haven't issued formal statements. But all of their actions indicate that what O'Reilly said is substantially accurate."
7952,6670,9030.json,true,"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.","city-government,county-government,criminal-justice,job-accomplishments,legal-issues,public-service",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,an opinion article in The (McAllen) Monitor,"Trump said, ""Many of (Hillary Clintons) friends took bigger deductions (than me). Warren Buffett took a massive deduction. Soros, who is a friend of hers, took a massive deduction. ""Trumps $916 million loss could have allowed him to have a $50 million deduction each year for 18 years. As for Buffet and Soros, Trump is likely referring to a $514 million deduction Buffetts company, not Buffett himself, took in 2013. (Well note that this amount is actually smaller than what Trump would have been permitted to take. )Buffett says he personally took a $5. 5 million deduction. Soros manages a hedge fund. Experts told us any deductions from this hedge fund would not appear on Sorospersonal tax returns. Without copies of actual tax return forms, its impossible to tell for sure what each man did with their taxes, but with the information available, it seems that the situations of Buffett and Soros are not that similar to Trumps."
7953,6671,6730.json,true,Forty-seven percent of Americans pay no income tax.,taxes,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,remarks at a campaign fundraiser,"He supported the idea of exploring a taxing option, and he probably would have backed a proposed tax had it gone anywhere. Hosticka was tapped to help lead a large civic committee that eventually recommended ideas for a windfall tax. But to state that this was Hostickas idea, one that he or his staff proposed and pursued, ignores the critical facts of Libertys advocacy as well as all the other members on the committee who agreed to make the recommendation to Metro."
7962,6680,4556.json,true,"Legally, it doesnt make any difference which state district you live in when running for Congress.","elections,legal-issues,public-service",brian-newberry,lawyer,Rhode Island,republican,0.0,0.0,0.0,0.0,0.0,a television interview,"Romney said that Obama said he would create daylight between the United States and Israel. Its not as simple in this case as going to the tape to see what Obama said. The comment was reported secondhand by the Washington Post, based on anonymous interviews. Romney fairly characterizes a quote attributed to Obama, which the White House has not denied."
7967,6685,6580.json,true,Says women care most about jobs and the economy,"abortion,jobs,women",pam-bondi,,Florida,republican,2.0,2.0,0.0,4.0,0.0,a CNN interview,"So over 20 years, Workman voted in every Republican primary except for one in '94. What caused Workman to cross party lines and vote Democratic?We didn't find out; his campaign consultant, Eric Bearse, said Workman ""doesn't recall voting in that primary. ""The record shows he did."
7985,6703,3403.json,true,Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,"jobs,labor,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview on Fox News,"Scarborough said Americans have ""have wandered away"" from the issue of climate change since 2004. They certainly did, as polls consistently show dips through 2010. However, support has inched back in recent years. While the recent gains remain below the 2004 levels, theoverall drop isn't as dramatic as Scarborough makes it sound."
8022,6740,7331.json,true,Forty-seven percent of (members of Congress) are millionaires.,congress,rob-woodall,U.S. Representative,Georgia,republican,0.0,0.0,2.0,0.0,0.0,a meeting,"Abbott said Davis voted for a 2011 measure that removes the attorney generals ability to settle lawsuits like the school funding case. Thats not so; a 2007 law created the legislative hurdle for major settlements -- and, significantly, Davis wasnt a senator then."
8032,6750,6173.json,true,Obama said (the individual mandate) wasnt a tax.,"health-care,pundits,taxes",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a tweet,"Had she said that City Hall had been ineffective on this issue, we would have stayed away. But she called it ""City Hall inaction"" and to the average person, that is not accurate. City officials met with and sought answers of federal bureaucrats, and they sought help from the congressional delegation."
8064,6782,9024.json,true,Says five Democratic state senators were for her bicycle tailgating bill before they were against it.,recreation,barbara-comstock,State delegate,Virginia,republican,1.0,1.0,0.0,0.0,0.0,a Facebook post.,"Rubio said he opposed the Democratic bill on student loan interest because it would raise taxes on ""small businesses, very small businesses  the kinds of small businesses that give jobs to graduates. ""Actually, the bill changed tax rules only for S-corporations, and only on professionals like lawyers and accountants who could be taking advantage of the tax code to avoid paying payroll taxes. The Democrats took the additional step of saying the rule change would only apply to individuals who reported more than $200,000 in income. The bill's intent was to close a loophole on people who were avoiding payroll taxes, taxes that they're supposed to be paying anyway. Rubio's statement gives the impression that all kinds of mom-and-pop operations might be subject to new, additional taxes, when actually the bill is aimed squarely at high-income professionals who are taking advantage of a loophole."
8083,6801,751.json,true,"The average South Korean is3 inches taller than the average North Korean, a huge gulag.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a debate in Oxford, Miss.","Franklin noted that Jim Doyle, the Democrat who served two terms as Wisconsin governor, unseated a Republican incumbent in a 2002 midterm election. And Doyle won re-election in 2006. Our rating   Matthews said Johnson won in a ""very low turnout"" election when he knocked off Feingold in 2010. His comment holds up if the comparison point is presidential years, but its off the mark if prior midterms in Wisconsin and in other states are the standard."
8112,6830,6784.json,true,We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.,"congress,federal-budget",bob-corker,,,republican,1.0,0.0,0.0,2.0,0.0,in a press release.,"Based on our review of historical records and interviews with military historians, it appears the sign along the New Hampshire highway is correct. The next closest contender was Sadat during the Yom Kippur war, but it appears he was far short of the number fired by Obama, even in combination with other laureates. But in the meantime, the numbers indicate the sign is correct."
8134,6852,3420.json,true,Georgia still has one of the richest programs in terms of scholarships for students to go to college.,education,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a radio interview,"Trump said, ""We're practically not allowed to use coal any more. What do we do with our coal?We ship it to China and they spew it in the air. ""He has a point that the Obama administration has worked to reduce the amount of carbon emissions from U. S.  sources, including placing additional burdens on power plants that burn coal. But Trumps language vastly overstates his case. Despite recent declines in coal usage, electric companies in the United States still burned more than 850 million tons of coal in 2014, making it easily the most common energy source for electricity generation. Trumps point about the U. S.  shipping coal toChina is even less accurate. U. S.  coal exports to China comprise only a tiny fraction of all U. S.  coal exports, and U. S.  coal accounts for just a tiny fraction of all of the coal that China imports."
8166,6884,7446.json,true,"Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.",voting-record,paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,a fundraiser letter,"We should emphasize that this may be due to the fact that many news reports from 1986 are unavailable online. ""Bush's speech was quite explicitly ""about persisting and succeeding in school."
8173,6891,5045.json,true,"By the way, Im not raising tolls 50 percent....Jon Corzine did.",transportation,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a radio interview,Give Raimondo points for not overstating the problem. (Get updates from PolitiFactRI on Twitter.
8175,6893,8995.json,true,"Over the past three years, deep poverty has reached its highest level on record.","history,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a report issued by the House Budget Committee Republican staff,"Hes right that the sheer number of voters was a record, at 8. 5 million. Also, he's right that more people ""than ever before"" voted early or absentee. But it was not the highest turnout by percentage. At 71 percent, 2012 marked the 12th highest turnout since 1954."
8184,6902,11666.json,true,"The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",taxes,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a TV interview,"Ways and Means Republicans said that about 16,000 ""employees,"" not ""agents,"" may be hired to enforce the bills provisions. They also acknowledged that the actual number of hires may be lower. IRS budget requests for the 2012 and 2013 fiscal years show they asked for about 375 more agents so far -- far less than 16,000. And like other pols who have used versions of this talking point, Price used such a specific figure that he suggests a degree of certainty that doesnt exist."
8204,6922,10903.json,true,You can fill out your tax return in Estonia online in five minutes.,"foreign-policy,taxes",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,remarks at an economic summit in Orlando,"""But broadly speaking, they're a world-class organization in terms of sustainability""    In ruling on Obama's statement, we found that he's right about the regulatory division on salmon, with different agencies responsible for the fish when they're in freshwater versus when they're in saltwater. In fact, he leaves out a lot of detail, including the role of the states. The actual regulatory scene is even more complicated. But Fish and Wildlife in the Interior Department does have authority over fish when they're in freshwater, and the National Marine Fisheries Service in the Department of Commerce regulates them in saltwater."
8251,6969,12755.json,true,"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.","history,human-rights,legal-issues,religion,taxes",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican convention,"During his campaign announcement, Kyrillos criticized Menendez by saying ""our annual national deficit climbed from $250 billion a year to $1. 6 trillion on his watch. ""His numbers are slightly off, because the highest annual deficit during Menendezs tenure in the Senate was about $1. 4 trillion in fiscal year 2009. Menendez bears some responsibility for the large deficits by supporting various measures such as the stimulus and TARP. But experts told us the recession largely contributed to the deficits, and both parties are to blame for increased spending."
