;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1236;1236;1236;Do you eat spicy food?;;;GPT-4 generated;;;;;Yes, I love spicy food!;Some of us do, yes.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy spicy food.;No, I prefer milder flavors.;Yes, I enjoy eating spicy food!;;;0;0.0;0.0;0.4497657418251037;0.4497657418251037;0.5650238990783691;0.5650238990783691;0.9896255;0.50010526;;0.0;0.0;0.6091203093528748;0.4895519018173218;0.4895519018173218;0.6091203093528748;0.688539981842041;0.7821426391601562;0.6219879388809204
1237;1237;1237;Have you ever been to a live sports event?;;;GPT-4 generated;;;;;Yes, many times. Go team!;Yes, many times.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I have been to games.;No, I haven't been to one.;Yes, I've been to several live sports events, and I always enjoy the atmosphere and excitement.;;;0;0.0;0.0;0.5224189758300781;0.5224189758300781;0.7397176027297974;0.7397176027297974;0.6913116;0.52618104;;0.0;0.0;0.746454119682312;0.5534518957138062;0.5534518957138062;0.746454119682312;0.7004823088645935;0.5617318749427795;0.682597279548645
1238;1238;1238;Do you play fantasy sports?;;;GPT-4 generated;;;;;Yes, I love playing fantasy sports!;No, I do not play.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't play fantasy sports.;No, I do not play fantasy sports.;No, I don't play fantasy sports. I prefer to play and watch sports without the fantasy aspect.;;;0;0.0;0.0;0.233459010720253;0.233459010720253;0.4375735819339752;0.4375735819339752;0.8370815;0.4129954;;0.0;0.0;0.4348921179771423;0.3844274282455444;0.3844274282455444;0.4348921179771423;0.6382810473442078;0.6331722736358643;0.6341405510902405
1239;1239;1239;Do you enjoy kayaking or canoeing?;;;GPT-4 generated;;;;;Love kayaking, it's so much fun!;Yes, I quite enjoy canoeing.;Society & Relationships;;Multiple Choice;Society, Culture, and Relationships;No, I do not.;No, I do not.;I really enjoy kayaking because it allows me to be closer to the water and navigate through different terrains.;;;0;0.0;0.0;0.2775769829750061;0.2775769829750061;0.4239435791969299;0.4239435791969299;0.8374156;0.43539983;;0.0;0.0;0.372576504945755;0.2239829003810882;0.2239829003810882;0.372576504945755;0.4848192036151886;0.43222594261169434;0.6478562951087952
1240;1240;1240;Do you practice yoga or Pilates?;;;GPT-4 generated;;;;;No, I don't do either.;Neither, I prefer a good jog.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I don't practice yoga or Pilates.;No, I don't practice either.;I practice yoga because I find it helps me connect with my body and mind in a holistic way.;;;0;0.0;0.0;0.6974232196807861;0.6974232196807861;0.5459282398223877;0.5459282398223877;0.50000846;0.71533954;;0.0;0.0;0.4643634557723999;0.607417106628418;0.607417106628418;0.4643634557723999;0.6954271197319031;0.6081826686859131;0.6312085390090942
1241;1241;1241;Do you enjoy fishing?;;;GPT-4 generated;;;;;Yes, I love fishing!;Yes, quite fond of it, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not enjoy fishing.;No, I do not enjoy fishing.;Yes, I really enjoy fishing as it gives me an opportunity to connect with nature and enjoy the outdoors.;;;0;0.0;0.0;0.3142778873443603;0.3142778873443603;0.3672076463699341;0.3672076463699341;0.8209455;0.15548249;;0.0;0.0;0.3327775597572326;0.3789026141166687;0.3789026141166687;0.3327775597572326;0.6445614695549011;0.5436575412750244;0.5594148635864258
1242;1242;1242;Do you like skateboarding?;;;GPT-4 generated;;;;;Yeah, skateboarding is totally rad!;Not really, not my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not.;Not really, not my thing.;No, I don't really enjoy skateboarding.;;;0;0.0;0.0;0.0294334944337606;0.0294334944337606;0.3783727288246155;0.3783727288246155;0.53074074;0.4492597;;0.0;0.0;0.4528151750564575;0.4641969501972198;0.4641969501972198;0.4528151750564575;0.6022639870643616;0.7402054071426392;0.5857605338096619
1243;1243;1243;Do you play any racquet sports?;;;GPT-4 generated;;;;;No, I don't play racquet sports.;Yes, I play tennis and squash.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not.;No, I do not.;Yes, I love playing tennis and occasionally badminton as well.;;;0;0.0;0.0;0.5156588554382324;0.5156588554382324;0.6960223913192749;0.6960223913192749;0.6935092;0.48841882;;0.0;0.0;0.7735634446144104;0.5045445561408997;0.5045445561408997;0.7735634446144104;0.46152591705322266;0.4862515330314636;0.7547330856323242
1244;1244;1244;Are you a member of a sports club?;;;GPT-4 generated;;;;;No, I am not.;Yes, I am a member.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I am not.;No, I am not.;Yes, I am a member of a sports club.;;;0;0.0;0.0;0.6600590944290161;0.6600590944290161;0.5643824338912964;0.5643824338912964;0.76484245;0.41635802;;0.0;0.0;0.5424447059631348;0.7320560216903687;0.7320560216903687;0.5424447059631348;0.4611722230911255;0.5481940507888794;0.6330445408821106
1245;1245;1245;Do you watch eSports?;;;GPT-4 generated;;;;;No, not really into eSports.;No, not really my cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;No, I do not watch eSports.;No, I do not watch eSports.;Yes, I enjoy watching eSports, especially the competitive gaming aspect and the skill and strategy involved in the matches.;;;0;0.0;0.0;0.3065096437931061;0.3065096437931061;0.2349860668182373;0.2349860668182373;0.7638477;0.23670956;;0.0;0.0;0.4850627481937408;0.2735553085803985;0.2735553085803985;0.4850627481937408;0.6362993717193604;0.7594062685966492;0.6242612600326538
1246;1246;1246;Do you enjoy water sports?;;;GPT-4 generated;;;;;Yes, I love water sports!;Yes, absolutely love water sports!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I enjoy water sports.;Yes, I enjoy water sports.;Yes, I love water sports, especially because they allow me to stay active and have fun while enjoying the beauty of nature.;;;0;0.0;0.0;0.5719852447509766;0.5719852447509766;0.3707474172115326;0.3707474172115326;0.70897555;0.5666009;;0.0;0.0;0.4398964643478393;0.5575284361839294;0.5575284361839294;0.4398964643478393;0.6961219310760498;0.7102813124656677;0.6536803245544434
1247;1247;1247;Do you read fan fiction?;;;GPT-4 generated;;;;;No, I don't read fan fiction.;Not really, not my cuppa tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not read fan fiction.;No, I do not read fan fiction.;Yes, I enjoy reading fan fiction, as it allows for creative exploration of characters and worlds.;;;0;0.0;0.0;0.3297417163848877;0.3297417163848877;0.4103394150733948;0.4103394150733948;0.699452;0.3927777;;0.0;0.0;0.6372479796409607;0.388097882270813;0.388097882270813;0.6372479796409607;0.6556540131568909;0.6379926204681396;0.5609874725341797
1248;1248;1248;Do you use TikTok?;;;GPT-4 generated;;;;;Yes, I use TikTok.;No, I do not use TikTok.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't use TikTok.;No, I do not use TikTok.;No, I don't use TikTok.;;;0;0.0;0.0;0.2161327600479126;0.2161327600479126;0.3791846632957458;0.3791846632957458;0.77940965;0.24330434;;0.0;0.0;0.24879190325737;0.1889869272708892;0.1889869272708892;0.24879190325737;0.6518989205360413;0.6096143126487732;0.6801928281784058
1249;1249;1249;Do you watch reality TV?;;;GPT-4 generated;;;;;Yes, I love reality TV!;No, not my cup of tea.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy watching reality TV.;No, I prefer traditional English activities.;No, I don't watch reality TV because I prefer to spend my leisure time on more meaningful activities.;;;0;0.0;0.0;0.3321267366409302;0.3321267366409302;0.3728039264678955;0.3728039264678955;0.9371926;0.52514786;;0.0;0.0;0.3849108219146728;0.3370130956172943;0.3370130956172943;0.3849108219146728;0.7087156772613525;0.5443976521492004;0.5398011803627014
1250;1250;1250;Do you watch late-night talk shows?;;;GPT-4 generated;;;;;Sometimes, when I'm not too tired.;Sometimes, when I'm not knackered.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer other entertainment options.;No, I prefer the countryside tranquility.;Yes, I enjoy watching late-night talk shows because I find them entertaining and a good way to unwind at the end of the day.;;;0;0.0;0.0;0.3869675993919372;0.3869675993919372;0.4320043921470642;0.4320043921470642;0.83574635;0.22958072;;0.0;0.0;0.5595616102218628;0.3675516247749328;0.3675516247749328;0.5595616102218628;0.6103886365890503;0.6544615030288696;0.5389183759689331
1251;1251;1251;Do you follow any webcomics?;;;GPT-4 generated;;;;;Yeah, I love webcomics!;No, not really into webcomics.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow webcomics.;No, I do not.;Yes, I follow a few webcomics that align with my interests and values.;;;0;0.0;0.0;0.2585043609142303;0.2585043609142303;0.416904091835022;0.416904091835022;0.79800683;0.28074864;;0.0;0.0;0.4826431572437286;0.3058678209781647;0.3058678209781647;0.4826431572437286;0.5605282783508301;0.5849951505661011;0.5685033202171326
1252;1252;1252;Do you enjoy historical dramas?;;;GPT-4 generated;;;;;Yes, I love historical dramas!;Yes, absolutely love historical dramas!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy historical dramas.;Yes, I enjoy historical dramas.;Yes, I enjoy historical dramas because they provide insight into different time periods and cultures.;;;0;0.0;0.0;0.4468080699443817;0.4468080699443817;-0.0194456744939088;-0.0194456744939088;0.7888963;0.3015725;;0.0;0.0;0.0394184179604053;0.4806745648384094;0.4806745648384094;0.0394184179604053;0.5446159839630127;0.7129336595535278;0.611492931842804
1253;1253;1253;Do you listen to talk radio?;;;GPT-4 generated;;;;;Sometimes, when I'm in the mood.;Yes, quite fond of talk radio.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't listen to talk radio.;No, I do not.;Yes, I listen to talk radio occasionally.;;;0;0.0;0.0;0.4230479598045349;0.4230479598045349;0.3813303709030151;0.3813303709030151;0.81548405;0.4128583;;0.0;0.0;0.536484956741333;0.4816291332244873;0.4816291332244873;0.536484956741333;0.65284663438797;0.4474504888057709;0.5993171334266663
1254;1254;1254;Are you into true crime stories?;;;GPT-4 generated;;;;;Yes, I love true crime stories!;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really, prefer lighter entertainment.;Not really, prefer peaceful stories.;Yes, I find true crime stories fascinating as they give insight into human nature and the criminal justice system.;;;0;0.0;0.0;0.257591187953949;0.257591187953949;0.3008004128932953;0.3008004128932953;0.74947727;0.5505126;;0.0;0.0;0.5239492058753967;0.3221394419670105;0.3221394419670105;0.5239492058753967;0.6085070371627808;0.6774629950523376;0.7515079975128174
1255;1255;1255;Do you enjoy documentaries?;;;GPT-4 generated;;;;;Some are interesting, but not all.;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy documentaries.;Yes, I enjoy documentaries.;Yes, I do enjoy documentaries because I find them informative and thought-provoking.;;;0;0.0;0.0;0.3951370120048523;0.3951370120048523;0.3691824078559875;0.3691824078559875;0.9533841;0.3150974;;0.0;0.0;0.395204097032547;0.3327294588088989;0.3327294588088989;0.395204097032547;0.6445141434669495;0.6273868680000305;0.6147567629814148
1256;1256;1256;Do you prefer subbed or dubbed movies?;;;GPT-4 generated;;;;;Subbed movies, for sure!;Subbed, it's more authentic, innit?;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Subbed movies, more authentic cultural experience.;Subbed movies.;I prefer subbed movies because I like to hear the original voices of the actors and experience the story as it was intended by the filmmakers.;;;0;0.0;0.0;0.4900885224342346;0.4900885224342346;0.3603318929672241;0.3603318929672241;0.98729444;0.254963;;0.0;0.0;0.3495545089244842;0.4806922972202301;0.4806922972202301;0.3495545089244842;0.6168584227561951;1.0;0.6217085123062134
1257;1257;1257;Do you like live theater?;;;GPT-4 generated;;;;;Yes, I love live theater!;Absolutely, I adore live theater!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy live theater.;Yes, I enjoy live theater.;Yes, I love live theater because of the raw emotion and energy that comes from the performances on stage.;;;0;0.0;0.0;0.3864121437072754;0.3864121437072754;0.3057666718959808;0.3057666718959808;0.8202936;0.5306481;;0.0;0.0;0.3719581365585327;0.3103324770927429;0.3103324770927429;0.3719581365585327;0.713547945022583;0.7491894960403442;0.8166517615318298
1258;1258;1258;Do you prefer digital art or traditional art?;;;GPT-4 generated;;;;;Digital art all the way, dude!;Traditional art, it's simply splendid!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Traditional art, it's more authentic.;Traditional art, it's timeless and authentic.;I prefer traditional art because I enjoy the tactile experience and the connection to the materials.;;;0;0.0;0.0;0.6927918791770935;0.6927918791770935;0.5893735885620117;0.5893735885620117;0.9666323;0.4848895;;0.0;0.0;0.6245720982551575;0.692041277885437;0.692041277885437;0.6245720982551575;0.8100106716156006;0.8198412656784058;0.7200066447257996
1259;1259;1259;Do you enjoy jazz music?;;;GPT-4 generated;;;;;Yes, I love jazz music!;Absolutely, it's simply marvelous!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy jazz music.;Yes, I enjoy jazz music.;Yes, I enjoy jazz music because it is unique, expressive, and has a rich history.;;;0;0.0;0.0;0.2772884666919708;0.2772884666919708;0.1462094932794571;0.1462094932794571;0.8129686;0.018396337;;0.0;0.0;0.3124021589756012;0.2229989618062973;0.2229989618062973;0.3124021589756012;0.6751233339309692;0.6144800782203674;0.6262598037719727
1260;1260;1260;Do you like abstract art?;;;GPT-4 generated;;;;;Not really, prefer more realistic art.;Not really, prefer more traditional art.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I appreciate abstract art.;Yes, I appreciate abstract art.;Yes, I appreciate abstract art for its ability to evoke emotions and interpretations.;;;0;0.0;0.0;0.1965048611164093;0.1965048611164093;0.2487593591213226;0.2487593591213226;0.5744556;0.37219715;;0.0;0.0;0.4354240894317627;0.2141554206609726;0.2141554206609726;0.4354240894317627;0.6699047684669495;0.5443335175514221;0.6001150012016296
1261;1261;1261;Do you follow any art blogs or channels?;;;GPT-4 generated;;;;;No, I don't follow any.;No, I don't follow any.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;No, I don't follow art blogs.;No, I don't follow any.;Yes, I follow a few art blogs and channels that showcase different forms of art and provide valuable insights into the art world.;;;0;0.0;0.0;0.1487722247838974;0.1487722247838974;0.365643560886383;0.365643560886383;0.8224992;0.18614794;;0.0;0.0;0.3826932311058044;0.1605143398046493;0.1605143398046493;0.3826932311058044;0.6200275421142578;0.7366384267807007;0.6165344715118408
1262;1262;1262;Do you listen to opera?;;;GPT-4 generated;;;;;No, not really into opera.;Yes, I do. It's quite lovely.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not listen to opera.;Yes, I enjoy listening to opera.;Yes, I love listening to opera!;;;0;0.0;0.0;0.3027885258197784;0.3027885258197784;0.2753084003925323;0.2753084003925323;0.77040327;0.20805399;;0.0;0.0;0.1913886219263076;0.373794823884964;0.373794823884964;0.1913886219263076;0.5188319683074951;0.6852712631225586;0.5971837043762207
1263;1263;1263;Do you enjoy craft fairs?;;;GPT-4 generated;;;;;Yes, I love craft fairs!;Yes, quite fond of craft fairs.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy craft fairs.;Yes, I enjoy craft fairs.;Yes, I enjoy craft fairs because I appreciate the creativity and skill of the artisans and love finding unique and handmade items.;;;0;0.0;0.0;0.4696026146411896;0.4696026146411896;0.3081600368022918;0.3081600368022918;0.7765605;0.49164966;;0.0;0.0;0.3132144212722778;0.5529689788818359;0.5529689788818359;0.3132144212722778;0.7072020173072815;0.7964147925376892;0.6893240809440613
1264;1264;1264;Do you collect any art pieces?;;;GPT-4 generated;;;;;No, I don't collect art pieces.;Yes, I collect some art pieces.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not collect art.;No, I do not collect art.;Yes, I collect paintings and sculptures that resonate with me and reflect meaningful themes or emotions.;;;0;0.0;0.0;0.4833852648735046;0.4833852648735046;0.3781510591506958;0.3781510591506958;0.76433545;0.24026038;;0.0;0.0;0.4485960602760315;0.4299396276473999;0.4299396276473999;0.4485960602760315;0.5874418616294861;0.5404818058013916;0.606357991695404
1265;1265;1265;Have you ever been to an art auction?;;;GPT-4 generated;;;;;No, never been to one.;Yes, quite a few times, actually.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I haven't been to one.;No, I haven't been to one.;Yes, I have been to an art auction and it was a fascinating experience.;;;0;0.0;0.0;0.263826310634613;0.263826310634613;0.2719294130802154;0.2719294130802154;0.9594183;0.29460132;;0.0;0.0;0.3172655701637268;0.2016215324401855;0.2016215324401855;0.3172655701637268;0.4697708189487457;0.678363025188446;0.5219374895095825
1266;1266;1266;Do you enjoy performance art?;;;GPT-4 generated;;;;;Yes, I love performance art!;Yes, quite fond of it.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I enjoy performance art.;Yes, I enjoy performance art.;Yes, I enjoy performance art because it can be a powerful way to express complex ideas and emotions.;;;0;0.0;0.0;0.195242241024971;0.195242241024971;0.1144905388355255;0.1144905388355255;0.7303004;0.48864022;;0.0;0.0;0.331828773021698;0.2906661927700043;0.2906661927700043;0.331828773021698;0.6732223629951477;0.6219375133514404;0.6808447241783142
1267;1267;1267;Do you follow seasonal fashion trends?;;;GPT-4 generated;;;;;Yes, I follow seasonal fashion trends.;Yes, quite fond of seasonal fashion.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I follow seasonal fashion trends.;Yes, I do follow seasonal trends.;Yes, I like to incorporate some seasonal trends into my wardrobe, but I also prioritize timeless and sustainable pieces.;;;0;0.0;0.0;0.4878336191177368;0.4878336191177368;0.3112930059432983;0.3112930059432983;0.7883831;0.2952128;;0.0;0.0;0.2859416604042053;0.557951807975769;0.557951807975769;0.2859416604042053;0.6872270107269287;0.6135603785514832;0.6473685503005981
1268;1268;1268;Do you own any designer clothes?;;;GPT-4 generated;;;;;No, I don't own any.;No, I don't own any.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't own any.;No, I do not.;Yes, I do own some designer clothes, but I don't prioritize them over the quality and comfort of the clothing.;;;0;0.0;0.0;0.1996832937002182;0.1996832937002182;0.3407617807388305;0.3407617807388305;0.9592478;0.2071217;;0.0;0.0;0.3059682846069336;0.1418080031871795;0.1418080031871795;0.3059682846069336;0.579627275466919;0.39243969321250916;0.5994632840156555
1269;1269;1269;Do you wear graphic tees?;;;GPT-4 generated;;;;;Yes, I love wearing graphic tees!;No, I prefer more sophisticated attire.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer more formal attire.;No, I prefer traditional English attire.;Yes, I do wear graphic tees sometimes, especially when I want to express something I believe in or support.;;;0;0.0;0.0;0.1112356781959533;0.1112356781959533;0.2745067775249481;0.2745067775249481;0.6462489;0.37940577;;0.0;0.0;0.3463107347488403;0.1997312009334564;0.1997312009334564;0.3463107347488403;0.6351311802864075;0.5276939272880554;0.5893949866294861
1270;1270;1270;Do you prefer leather or synthetic materials?;;;GPT-4 generated;;;;;Leather all the way, baby!;Leather, it's simply more refined.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Leather, it's classic and durable.;Leather, it exudes elegance and durability.;I prefer synthetic materials because they are often more sustainable and cruelty-free than leather.;;;0;0.0;0.0;0.8520614504814148;0.8520614504814148;0.2872184514999389;0.2872184514999389;0.97630787;0.36747295;;0.0;0.0;0.5733646750450134;0.7197480797767639;0.7197480797767639;0.5733646750450134;0.6982945799827576;0.7748450040817261;0.5881948471069336
1271;1271;1271;Do you own any vintage clothing?;;;GPT-4 generated;;;;;No, I don't own any.;No, I do not.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I do not.;No, I do not.;Yes, I have a few vintage pieces in my wardrobe that I love to incorporate into my outfits.;;;0;0.0;0.0;0.4343527555465698;0.4343527555465698;0.4458382129669189;0.4458382129669189;0.8246718;0.20932056;;0.0;0.0;0.5657761096954346;0.4467872679233551;0.4467872679233551;0.5657761096954346;0.528200626373291;0.5241323709487915;0.6511093974113464
1272;1272;1272;Do you like wearing hats?;;;GPT-4 generated;;;;;Yes, I love wearing hats!;Yes, I quite fancy wearing hats.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love wearing hats!;Yes, I adore wearing hats!;Yes, I do! Hats are a great way to accessorize and add some style to an outfit.;;;0;0.0;0.0;0.1564224958419799;0.1564224958419799;0.3628190159797668;0.3628190159797668;0.79402846;0.31714448;;0.0;0.0;0.4864512979984283;0.1890637278556823;0.1890637278556823;0.4864512979984283;0.7288908362388611;0.4735015630722046;0.5576097965240479
1273;1273;1273;Do you use any custom-made clothing?;;;GPT-4 generated;;;;;Yes, I love custom-made clothing!;Yes, I do.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer ready-made clothing.;Yes, I wear custom-made clothing.;Yes, I enjoy wearing custom-made clothing because it allows me to express my individuality and support local artisans.;;;0;0.0;0.0;0.2928143143653869;0.2928143143653869;0.3728542923927307;0.3728542923927307;0.719306;0.40360782;;0.0;0.0;0.3371168375015259;0.2833679318428039;0.2833679318428039;0.3371168375015259;0.5707643628120422;0.5902511477470398;0.5537081360816956
1274;1274;1274;Do you like bright or muted colors?;;;GPT-4 generated;;;;;Bright colors, they're so vibrant!;Bright colors, quite jolly, I say!;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Bright colors, they're vibrant and energetic.;Bright colors suit my vibrant personality.;I prefer muted colors because they feel more calming and relaxing to me.;;;0;0.0;0.0;0.3767279982566833;0.3767279982566833;0.3558094501495361;0.3558094501495361;0.785464;0.37012848;;0.0;0.0;0.388122022151947;0.5207754373550415;0.5207754373550415;0.388122022151947;0.778069794178009;0.5643402934074402;0.693459153175354
1275;1275;1275;Do you have a signature scent?;;;GPT-4 generated;;;;;No, I don't have one.;"Yes, I do. It's called ""London Mist.""";Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I don't have a scent.;No, I do not.;Yes, I have a signature scent that I love to wear.;;;0;0.0;0.0;0.2402644455432891;0.2402644455432891;0.5872883796691895;0.5872883796691895;0.71533966;0.30904204;;0.0;0.0;0.5937375426292419;0.4276207387447357;0.4276207387447357;0.5937375426292419;0.6331092715263367;0.569385826587677;0.7802373170852661
1276;1276;1276;Do you wear high heels or flats?;;;GPT-4 generated;;;;;Flats, heels are too uncomfortable.;Flats, much more practical, you know.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Flats.;Flats, for comfort and practicality.;I usually prefer flats because they are more comfortable for me.;;;0;0.0;0.0;0.7384217381477356;0.7384217381477356;0.4524201452732086;0.4524201452732086;0.85880166;0.48855993;;0.0;0.0;0.492552787065506;0.9208905100822448;0.9208905100822448;0.492552787065506;0.5360631942749023;0.691478431224823;0.7229194641113281
1277;1277;1277;Do you enjoy mystery novels?;;;GPT-4 generated;;;;;Yes, I love mystery novels!;Absolutely, can't get enough of them!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy mystery novels.;Yes, I enjoy mystery novels.;Yes, I love mystery novels because they challenge my mind and keep me on the edge of my seat.;;;0;0.0;0.0;0.5073133111000061;0.5073133111000061;0.4848716557025909;0.4848716557025909;0.8613751;0.32113126;;0.0;0.0;0.4582962095737457;0.4968549013137817;0.4968549013137817;0.4582962095737457;0.8013940453529358;0.7398983240127563;0.7551532983779907
1278;1278;1278;Do you like historical fiction?;;;GPT-4 generated;;;;;Yes, I love historical fiction!;Absolutely, can't get enough!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy historical fiction.;Yes, I enjoy historical fiction.;Yes, I enjoy historical fiction because it not only entertains but also educates me about different time periods and events.;;;0;0.0;0.0;0.2575188875198364;0.2575188875198364;0.0131499795243144;0.0131499795243144;0.7764788;0.2539631;;0.0;0.0;0.1352196037769317;0.3862813711166382;0.3862813711166382;0.1352196037769317;0.5439609885215759;0.7409770488739014;0.5889337658882141
1279;1279;1279;Do you read newspapers?;;;GPT-4 generated;;;;;No, I don't read newspapers.;Yes, I do read newspapers.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I read newspapers occasionally.;Yes, I read newspapers regularly.;Yes, I do read newspapers to stay informed about current events and issues.;;;0;0.0;0.0;0.2139700055122375;0.2139700055122375;0.6143438816070557;0.6143438816070557;0.95924544;0.24779345;;0.0;0.0;0.6092684864997864;0.1973698288202285;0.1973698288202285;0.6092684864997864;0.7171513438224792;0.5754610300064087;0.6437458395957947
1280;1280;1280;Do you read magazines?;;;GPT-4 generated;;;;;Sometimes, when I have time.;Yes, I do read magazines.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I read magazines occasionally.;Yes, I read magazines occasionally.;Yes, I do read magazines, I find them to be a great source of information and entertainment.;;;0;0.0;0.0;0.2831423878669739;0.2831423878669739;0.1534724533557891;0.1534724533557891;0.9194443;0.16433382;;0.0;0.0;0.1668362468481063;0.2380365431308746;0.2380365431308746;0.1668362468481063;0.6717292666435242;0.5898328423500061;0.6187371015548706
1281;1281;1281;Do you read science fiction?;;;GPT-4 generated;;;;;Yes, I love science fiction!;Yes, I do read science fiction.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy science fiction.;Yes, I enjoy science fiction.;Yes, I love reading science fiction because it allows me to explore thought-provoking ideas and imagine possibilities beyond our current reality.;;;0;0.0;0.0;0.4425261318683624;0.4425261318683624;0.5367478132247925;0.5367478132247925;0.9668644;0.3047951;;0.0;0.0;0.5294202566146851;0.3898980021476745;0.3898980021476745;0.5294202566146851;0.7492199540138245;0.5559888482093811;0.6290161609649658
1282;1282;1282;Do you read graphic novels?;;;GPT-4 generated;;;;;No, I don't read graphic novels.;Yes, I do read graphic novels.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I don't read graphic novels.;No, I do not.;Yes, I enjoy reading graphic novels because they are a unique and captivating way to experience storytelling.;;;0;0.0;0.0;0.1606783270835876;0.1606783270835876;0.6014927625656128;0.6014927625656128;0.80645645;0.28375936;;0.0;0.0;0.5812458992004395;0.2239348739385604;0.2239348739385604;0.5812458992004395;0.6068580150604248;0.5849951505661011;0.5840767025947571
1283;1283;1283;Do you like romantic novels?;;;GPT-4 generated;;;;;Not really, prefer action-packed stories.;Yes, I quite enjoy them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy romantic novels.;Yes, I enjoy romantic novels.;Yes, I enjoy reading romantic novels.;;;0;0.0;0.0;0.3570471405982971;0.3570471405982971;0.3982483148574829;0.3982483148574829;0.5543177;0.28105018;;0.0;0.0;0.3982483148574829;0.5252176523208618;0.5252176523208618;0.3982483148574829;0.6982836723327637;0.4912130534648895;0.6385902762413025
