;Unnamed: 0.42;Unnamed: 0.41;Unnamed: 0.40;Unnamed: 0.39;Unnamed: 0.38;Unnamed: 0.37;Unnamed: 0.36;Unnamed: 0.35;Unnamed: 0.34;Unnamed: 0.33;Unnamed: 0.32;Unnamed: 0.31;Unnamed: 0.30;Unnamed: 0.29;Unnamed: 0.28;Unnamed: 0.27;Unnamed: 0.26;Unnamed: 0.25;Unnamed: 0.24;Unnamed: 0.23;Unnamed: 0.22;Unnamed: 0.21;Unnamed: 0.20;Unnamed: 0.19;Unnamed: 0.18;Unnamed: 0.17;Unnamed: 0.16;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;#_options;shortened_us;shortened_uk
492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;492;1338;Do you prefer full-time or part-time work?;;;GPT-4 generated;;;;;Full-time, for the benefits and security.;Full-time, need the stability.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As for me, I value work-life balance, so I prefer part-time work to make time for family and personal pursuits.;I personally prefer part-time work as it allows me to strike a balance between my professional and personal life, and fully enjoy the tranquility and traditions of the English countryside.;0;Prefer part-time work for work-life balance, family, and personal pursuits.;Prefer part-time work for work-life balance and countryside tranquility.
493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;493;1339;Do you work on weekends?;;;GPT-4 generated;;;;;Sometimes, got to hustle.;Not if I can help it.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I believe it's important to have a healthy work-life balance and spend weekends with family and friends.;Yes, I do work on weekends, but I also make sure to take time to enjoy the tranquillity of the countryside and traditional English tea on my days off.;0;Prioritize work-life balance, spend weekends with family and friends.;Yes, I work weekends and enjoy countryside tranquillity and tea.
494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;494;1340;Do you have a mentor?;;;GPT-4 generated;;;;;Absolutely, everyone needs guidance.;Yes, mentorship is invaluable.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have a mentor who has guided me in my personal and professional life.;Yes, I have a mentor who has guided and supported me in various aspects of life.;0;Yes, I have a guiding mentor in personal and professional life.;Yes, I have a supportive mentor who guides me.
495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;495;1341;Do you have a professional wardrobe?;;;GPT-4 generated;;;;;Of course, got to dress for success.;Certainly, appearances matter.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have a professional wardrobe for work and business meetings.;Yes, I do have a professional wardrobe for work and formal events.;0;Yes, I have work and business professional wardrobe.;Yes, I have professional wardrobe for work and events.
496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;496;1342;Do you work in a team or independently?;;;GPT-4 generated;;;;;Mainly in a team, but I can solo too.;Both, depends on the project.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I work in a team because I believe in the power of collaboration and diverse perspectives.;I prefer to work independently as it allows me to focus and be more productive.;0;Believe in collaboration, work in team for diverse perspectives.;I prefer independent work for focus and productivity.
497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;497;1343;Do you prefer project-based or ongoing work?;;;GPT-4 generated;;;;;Ongoing, I like stability.;Project-based, keeps things fresh.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As someone who values stability and long-term relationships, I prefer ongoing work where I can make a lasting impact and consistently contribute to a team or project.;I prefer ongoing work because it allows me to delve deep into a project and see it through to completion, which I find satisfying.;0;Prefer stable, long-term work to contribute consistently to projects.;I like continuous work for satisfaction of completing projects thoroughly.
498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;498;1344;Do you work in a corporate or startup environment?;;;GPT-4 generated;;;;;Startup, love the fast pace.;Corporate, it's more structured.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I work in a corporate environment, providing stability and structure for myself and my family.;I work in a corporate environment where I can contribute to the company's success while upholding my values and professional standards.;0;I work in corporate, providing stability and structure for my family.;I contribute to company's success in corporate environment with values.
499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;499;1345;Do you take work-related courses?;;;GPT-4 generated;;;;;Definitely, always leveling up.;Yes, professional development is key.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I believe in continuous learning and take work-related courses to stay updated in my field.;Yes, I do take work-related courses to improve my skills and stay competitive in the job market.;0;Yes, I value continuous learning through work-related courses.;Yes, I take courses to improve skills and stay competitive.
500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;1346;"Do you believe in the concept of a ""dream job""?";;;GPT-4 generated;;;;;Yes, you should love what you do.;It's a bit idealistic, isn't it?;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"Absolutely, I believe in the concept of a ""dream job"" where a person's work aligns with their passion and fulfills their personal and professional goals.";"Yes, I believe in the concept of a ""dream job"" because it's important to find work that aligns with your passions and values.";0;"Believe in ""dream job,"" work aligns with passion and goals.";"Believe in ""dream job"" for passion and values alignment."
501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;501;1347;Do you use voice assistants?;;;GPT-4 generated;;;;;Yes, use Siri all the time.;Not frequently, a bit wary of them.;Technology;;Binary Choice;Media, Technology, and Education;No, I prefer to do things the old-fashioned way and rely on my own research and skills instead of using voice assistants.;As a person deeply immersed in academia, I prefer not to use voice assistants and instead rely on traditional research methods and hands-on note-taking.;0;Prefer old-fashioned way, rely on own skills, not voice assistants.;Avoid voice assistants, rely on traditional research and handwritten notes.
502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;502;1348;Do you prefer iOS or Android?;;;GPT-4 generated;;;;;Android, love the customization.;iOS, it's more user-friendly.;Technology;;Binary Choice;Media, Technology, and Education;I prefer iOS because I find it to be more user-friendly and consistent across different devices.;As a student immersed in the academic environment at the University of Oxford, I prefer iOS for its seamless integration with my academic and research tools.;0;I like iOS for its user-friendliness and consistency across devices.;Student at Oxford, prefers iOS for academic work.
503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;503;1349;Do you own any vintage tech?;;;GPT-4 generated;;;;;Yes, still have my Gameboy.;Got an old Nokia somewhere.;Technology;;Binary Choice;Media, Technology, and Education;I do not own any vintage tech, but I appreciate the nostalgia and history associated with it.;Yes, I have a collection of vintage cameras and a fully functional typewriter.;0;I appreciate vintage tech's nostalgia and history, though I don't own any.;Yes, I collect vintage cameras and have a working typewriter.
504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;504;1350;Do you use antivirus software?;;;GPT-4 generated;;;;;Yes, always stay protected.;Absolutely, better safe than sorry.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I do use antivirus software to protect my computer and personal information from potential cyber threats.;Yes, I do use antivirus software to protect my computer and data from potential threats and malware.;0;Yes, I use antivirus software to protect my computer and information.;Yes, I use antivirus software to protect my computer and data.
505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;505;1351;Do you use home security tech?;;;GPT-4 generated;;;;;Definitely, Ring doorbell and all.;Yes, got a CCTV system.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I use home security tech to keep my home safe and secure.;Yes, I use home security tech to ensure the safety and security of my home and family.;0;Yes, I use home security tech to keep my home safe.;Yes, I use home security tech for safety and security.
506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;506;1352;Do you have a smart TV?;;;GPT-4 generated;;;;;Absolutely, it's essential these days.;Yes, it's quite convenient.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I do have a smart TV.;As a person immersed in academic tradition and values, I prefer to spend my time reading, researching, and engaging with intellectual pursuits rather than using a smart TV.;0;Yes, I have a smart TV.;Prefer academics, reading, and research over using a smart TV.
507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;507;1353;Do you use parental controls on devices?;;;GPT-4 generated;;;;;Yes, gotta keep the little ones safe.;No, don't have kids.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I believe in using parental controls on devices to ensure a healthy balance and safe online experience for children.;Yes, I use parental controls on devices to ensure a healthy balance of screen time and to protect my children from inappropriate content.;0;Yes, I believe in using parental controls for a safe experience.;Yes, I use parental controls on devices for screen time.
508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;508;1354;Do you own a drone?;;;GPT-4 generated;;;;;Yes, it's super fun.;No, not really my thing.;Technology;;Binary Choice;Media, Technology, and Education;No, I don't own a drone.;No, I don't own a drone.;0;No, I don't have a drone.;I don't own a drone.
509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;509;1355;Do you prefer laptops or desktops?;;;GPT-4 generated;;;;;Desktop, more power for the price.;Laptop, it's more portable.;Technology;;Binary Choice;Media, Technology, and Education;I prefer laptops for their portability and convenience, which are essential for both studying and engaging in extracurricular activities on a dynamic campus like Harvard.;As a student in a traditional academic environment, I prefer using a desktop for its reliability and the ability to have a dedicated work space for my studies.;0;I prefer laptops for portability and convenience in Harvard's dynamic campus.;Prefer desktop for reliability and dedicated work space.
510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;510;1356;Do you own a gaming console?;;;GPT-4 generated;;;;;Absolutely, Xbox all the way.;Yes, got a PS5.;Technology;;Binary Choice;Media, Technology, and Education;No, I don't own a gaming console.;"I don't own a gaming console; I prefer spending my time outside or engaging in meaningful conversations.";0;No gaming console owned.;"No gaming console; prefer outdoors and meaningful conversations."
511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;511;1357;Do you go birdwatching?;;;GPT-4 generated;;;;;Not really my thing.;Not frequently, but it's a nice, quiet hobby.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Sorry, I think there might be a mix-up. I'm not really into birdwatching, I prefer to spend my free time doing other activities.;No, I'm more interested in exploring historical sites and museums.;0;Not into birdwatching, prefer other activities in my free time.;Interested in history, museums, not shopping.
512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;1358;Do you use solar power?;;;GPT-4 generated;;;;;I've got some solar panels, yeah.;Not yet, but considering it.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I use solar power because I believe in sustainable and environmentally-friendly energy sources.;I do use solar power, as I believe in sustainable and renewable energy sources for the future.;0;Yes, I believe in sustainable, environmentally-friendly solar power usage.;I use solar power for sustainable and renewable energy.
513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;513;1359;Do you have a rainwater harvesting system?;;;GPT-4 generated;;;;;Not really common where I live.;No, but it's a good idea given the weather here.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Sorry, I don't have a rainwater harvesting system, but it sounds like a great idea for sustainable living.;I don't have a rainwater harvesting system, but I think it's a great idea to conserve water and reduce reliance on the mains supply.;0;No rainwater harvesting system, but it's a great idea.;No rainwater system, but great for water conservation.
514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;514;1360;Do you participate in Earth Hour?;;;GPT-4 generated;;;;;Sure, I turn off the lights.;Yes, it's a small step toward sustainability.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I participate in Earth Hour to show my support for environmental conservation and sustainable living practices.;Yes, I participate in Earth Hour to show my support for environmental sustainability.;0;Yes, I support Earth Hour for environmental conservation and sustainability.;Yes, I support Earth Hour for environmental sustainability.
515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;515;1361;Do you use eco-friendly cleaning products?;;;GPT-4 generated;;;;;Absolutely, gotta think of the planet.;Trying to switch over, yes.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I prioritize using eco-friendly cleaning products in my daily life to minimize my impact on the environment.;I believe in using eco-friendly cleaning products to minimize harm to the environment and promote sustainability.;0;I prioritize using eco-friendly cleaning products to minimize environmental impact.;Promote sustainability by using eco-friendly cleaning products.
516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;516;1362;Do you go for nature walks?;;;GPT-4 generated;;;;;Yep, it's great to get outdoors.;Absolutely, love a good stroll in the countryside.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I love going for nature walks to clear my mind and enjoy the beauty of the outdoors.;"I absolutely love going for nature walks; it's a great way to unwind and connect with the natural world.";0;I enjoy nature walks to clear my mind and relax.;"Love nature walks; great way to unwind and connect with nature."
517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;517;1363;Do you own any pets?;;;GPT-4 generated;;;;;Yes, got a couple of dogs.;Yes, got a British Shorthair cat.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I have a dog and a cat, they bring so much joy to my life.;Yes, I have a pet dog named Charlie who is my loyal companion.;0;Yes, I have a dog and a cat, they bring joy.;Yes, I have a pet dog named Charlie.
518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;518;1364;Do you use biodegradable products?;;;GPT-4 generated;;;;;I try to, but it's tough sometimes.;Yes, doing my bit for the environment.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I try to use biodegradable products as much as possible to reduce environmental impact.;Yes, I strive to use biodegradable products whenever possible to reduce my environmental impact.;0;I use biodegradable products to reduce environmental impact.;Yes, I use biodegradable products to reduce environmental impact.
519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;519;1365;Do you adopt or buy pets?;;;GPT-4 generated;;;;;Adopt, so many pets need homes.;Adopt, it's the responsible choice.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;I believe in adopting pets from shelters to give them a loving home and a second chance.;I personally prefer adopting pets because it helps animals in need and gives them a loving home.;0;Adopt shelter pets for loving homes and second chances.;Prefer adopting pets, helps animals, gives them a loving home.
520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;520;1366;Do you use an electric or hybrid vehicle?;;;GPT-4 generated;;;;;Got an electric, love it.;No, but I'm considering a hybrid.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;I prefer to use a hybrid vehicle because it aligns with my values of being environmentally conscious and reducing my carbon footprint.;I prefer to use a traditional gasoline vehicle because it's what I'm most familiar with and I appreciate the reliability.;0;I choose a hybrid vehicle for environmental reasons.;I prefer traditional gasoline vehicle, familiar and reliable.
521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;521;1367;Do you believe in term limits for politicians?;;;GPT-4 generated;;;;;Absolutely, stops them from getting too comfy.;Yes, fresh perspectives are crucial.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I believe in term limits for politicians because it helps to prevent the consolidation of power and allows for fresh perspectives and ideas in government.;As a student at the University of Oxford, I believe in the importance of fresh perspectives and new ideas, so I am in favor of term limits for politicians to encourage a diverse representation in government.;0;Term limits for politicians prevent power consolidation and enable fresh ideas.;Support term limits for diverse government representation at Oxford.
522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;522;1368;Do you read political think pieces?;;;GPT-4 generated;;;;;Not really, too many hot takes.;Sometimes, it's good to stay informed.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading political think pieces to stay informed and engage in thoughtful discussions about important issues.;Yes, I do enjoy reading political think pieces to stay informed and engaged in current affairs.;0;Yes, I enjoy reading political think pieces to stay informed.;Yes, I enjoy reading political think pieces to stay informed.
523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;523;1369;Do you follow any political podcasts?;;;GPT-4 generated;;;;;Yes, love hearing all the opinions.;Not my cup of tea, to be honest.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I do follow a few political podcasts to stay informed about current events and different perspectives.;I don't really follow political podcasts, but I do keep up with current events and news through various traditional media sources.;0;I follow political podcasts for news and diverse viewpoints.;Don't follow political podcasts but keep up with news.
524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;524;1370;Do you believe in universal healthcare?;;;GPT-4 generated;;;;;I'm on the fence, it's complicated.;Absolutely, it's a basic human right.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I believe in universal healthcare because I think everyone deserves access to medical treatment regardless of their financial situation.;Yes, I believe in universal healthcare because access to medical care is a right that should be available to everyone, regardless of their financial situation.;0;Yes, everyone deserves access to healthcare regardless of financial situation.;Yes, everyone should have access to medical care.
525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;525;1371;Do you believe in gun control?;;;GPT-4 generated;;;;;Yes, but the Second Amendment is important too.;Absolutely, no need for civilians to have guns.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I believe in the need for sensible gun control measures to ensure the safety and well-being of our communities.;I believe in common-sense gun control measures to help ensure the safety and well-being of our communities.;0;Yes, I support sensible gun control measures for community safety.;Supports common-sense gun control measures for community safety.
526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;526;1372;Do you volunteer for political campaigns?;;;GPT-4 generated;;;;;Sometimes, gotta support the cause.;No, but I do vote.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;I have volunteered for political campaigns in the past, as I believe in being actively involved in shaping the future of our society.;As a student at the University of Oxford, I don't currently volunteer for political campaigns, but I do take a keen interest in current affairs and engage in political discussions.;0;Volunteered for political campaigns, believe in shaping future of society.;Student at Oxford, not currently volunteering for political campaigns. Interested in current affairs and political discussions.
527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;527;1373;Do you consider yourself conservative, liberal, or centrist?;;;GPT-4 generated;;;;;Liberal, for the most part.;Centrist, I'd say.;Education & Knowledge;;Multiple Choice;Media, Technology, and Education;I consider myself a centrist, valuing a balance between preserving tradition and advocating for progress.;I consider myself to be more conservative, valuing tradition and a structured approach to education and professional development.;0;Centrist valuing tradition and progress, seeking balance.;Value tradition, structured approach, conservative in education and professional development.
528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;528;1374;Do you follow local politics?;;;GPT-4 generated;;;;;Yes, local stuff matters.;Somewhat, usually around election time.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I follow local politics because I believe it's important to stay informed and participate in the decisions that impact our community.;As a student at the University of Oxford, I do keep an eye on local politics, as it's important to be informed about the world around me.;0;Yes, I believe in staying informed and participating in local politics.;I follow local politics as a student at Oxford University.
529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;529;1375;Do you discuss politics at family gatherings?;;;GPT-4 generated;;;;;Sometimes, but it can get heated.;Avoid it like the plague, too divisive.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, we often discuss politics at family gatherings, and it can lead to lively debates and conversations.;Yes, we often discuss politics at family gatherings, as it's important to stay informed and engaged in current events.;0;Yes, we discuss politics at family gatherings, sparking lively debates.;Discussing politics at family gatherings keeps us informed and engaged.
530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;530;1376;Do you believe political systems should evolve?;;;GPT-4 generated;;;;;Absolutely, change is essential.;Certainly, stagnation leads to problems.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Absolutely, political systems should evolve to adapt to the changing needs and values of society.;As a person with modern and progressive values, I believe that political systems should evolve in order to reflect the changing needs and aspirations of society.;0;Yes, politics should adapt to changing society.;Politics should evolve to reflect changing societal needs and values.
531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;531;1377;Do you prefer home remedies?;;;GPT-4 generated;;;;;I use both, but I trust my doctor first.;Sometimes, but the NHS is my go-to.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I prefer home remedies for minor health issues before considering conventional medicine.;I would say that I do prefer home remedies for certain minor ailments and conditions.;0;Yes, I prefer home remedies for minor health issues.;Prefer home remedies for minor ailments and conditions when possible.
532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;532;1378;Do you use fitness trackers?;;;GPT-4 generated;;;;;Yes, it's a good way to stay accountable.;Yes, gotta get those 10,000 steps in.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;I do use fitness trackers to keep track of my daily activity and health.;I'm not Henry, but as for me, I do use a fitness tracker to help me stay on top of my health and fitness goals!;0;I use fitness trackers to monitor daily activity and health.;I use a fitness tracker to stay healthy and fit.
533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;533;1379;Do you participate in health challenges?;;;GPT-4 generated;;;;;Sometimes, they're fun!;Not regularly, no.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I believe in participating in health challenges to improve my well-being and lifestyle.;"I'm from a culture where health challenges are not a common form of participation; we tend to focus on more traditional forms of physical activity and wellness.";0;Yes, I participate in health challenges to improve well-being.;My culture prioritizes traditional physical activity over health challenges.
534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;534;1380;Do you follow any dietary restrictions for health reasons?;;;GPT-4 generated;;;;;I'm on a gluten-free diet.;Just a balanced diet, nothing strict.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;I do follow dietary restrictions for health reasons, such as avoiding certain foods or ingredients that may not agree with me or that could impact my health.;Sorry, I think there might be a misunderstanding. I'm not Henry, I am Frederick, and I do follow dietary restrictions for health reasons.;0;I follow dietary restrictions for health reasons.;I'm Frederick, not Henry, and follow dietary restrictions for health.
535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;535;1381;Do you go for regular eye check-ups?;;;GPT-4 generated;;;;;Yes, gotta keep those eyes healthy.;I do, once a year.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I believe it's important to have regular eye check-ups to maintain good vision and overall health.;Of course, I prioritize my health and make sure to get regular eye check-ups to maintain good vision.;0;Regular eye check-ups important for good vision and health.;I prioritize my health and get regular eye check-ups.
536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;536;1382;Do you use essential oils?;;;GPT-4 generated;;;;;I love them, use them all the time.;A bit skeptical, but they smell nice.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;I personally do not use essential oils, but I know many people find them beneficial for various purposes.;Yes, I do use essential oils for relaxation and aromatherapy.;0;I don't use essential oils, but many find them helpful.;I use essential oils for relaxation and aromatherapy.
537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;537;1383;Do you go to sleep at a consistent time?;;;GPT-4 generated;;;;;Yes, I value my sleep.;Try to, but life often gets in the way.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;I personally prioritize getting a consistent amount of sleep each night, so I do my best to go to bed at the same time every day.;Hi Henry, I believe in going to bed at a consistent time to ensure a good night's sleep and a productive day ahead.;0;Prioritize consistent sleep, go to bed at the same time.;Consistent bedtime for better sleep and productive day ahead.
538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;538;1384;Do you get a flu shot annually?;;;GPT-4 generated;;;;;Of course, it's a must.;Yes, better safe than sorry.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I get a flu shot annually to protect my health and the health of those around me.;Yes, I get a flu shot annually to stay healthy and prevent illness.;0;I get a flu shot annually to protect my health.;Yes, I get a flu shot every year for health.
