source_uk,source_us,category,question,answer_uk,answer_us
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you enjoy solving puzzles?,Yes, a nice mental exercise.,Absolutely, love a good challenge.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you volunteer?,Yes, when I have the time.,Yes, it's important to give back.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you make New Year's resolutions?,Sometimes, but I rarely stick to them.,Every year, it's a tradition.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you enjoy amusement parks?,Yes, but I avoid the big rides.,Absolutely, the bigger the roller coaster, the better.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you collect memorabilia?,No, not my thing.,Yes, I have a few cherished items.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you have a bucket list?,No, I take things as they come.,Yes, gotta make the most of life.
GPT-4 generated,GPT-4 generated,Miscellaneous,How do you relax after a long day?,Cuppa tea and telly.,Glass of wine and Netflix.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you enjoy board games?,Occasionally, with family or friends.,Yes, it's a fun social activity.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you have any phobias?,Not particularly, I'm quite steady.,Yes, I'm really scared of heights.
GPT-4 generated,GPT-4 generated,Food & Drink,How do you take your coffee?,With milk, no sugar.,Black, sometimes with a splash of cream.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you eat breakfast daily?,Yes, can't start my day without a proper fry-up.,Sometimes, usually just a coffee and a muffin.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you have food delivered often?,Rarely, I prefer home-cooked meals.,Quite often, especially on weekends.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you prefer fresh or frozen vegetables?,Fresh, they just taste better.,Fresh, but I keep some frozen for convenience.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you enjoy exotic fruits?,Yes, but they're a bit of a treat.,Yes, love trying new things.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you like fusion cuisine?,I'm a bit traditional, so not really.,Yes, it's an exciting mix of flavors.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you eat canned foods?,Only in a pinch, like beans or soup.,Yes, they're great for quick meals.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you enjoy tasting menus at restaurants?,Occasionally, for a special occasion.,Yes, it's a great way to try new dishes.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you prefer milk, dark, or white chocolate?,Milk chocolate for sure.,Dark chocolate, it's healthier.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you eat spicy food?,Not too much, I like milder flavors.,Yes, the spicier, the better.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Have you ever been to a live sports event?,Yes, mainly football matches.,Yes, love the energy of a live game.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you play fantasy sports?,No, never really got into it.,Yes, it's a fun way to engage with the sport.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you enjoy kayaking or canoeing?,I've tried it a few times on holiday.,Yes, it's a great way to relax and exercise.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you practice yoga or Pilates?,Not regularly, but I've tried yoga.,Yes, it's part of my fitness routine.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you enjoy fishing?,Only if someone else baits the hook.,Yes, it's a peaceful way to spend time.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you like skateboarding?,No, never really appealed to me.,I used to, but not anymore.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you play any racquet sports?,Yes, enjoy a game of squash now and then.,I play tennis occasionally.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Are you a member of a sports club?,No, but I enjoy sports casually.,Yes, it's where I go for exercise and socializing.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you watch eSports?,No, doesn't interest me.,Yes, it's incredibly exciting to watch.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you enjoy water sports?,Yes, swimming and a bit of sailing.,Yes, especially things like jet skiing.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you read fan fiction?,Not really, doesn't interest me.,Yes, it's fun to explore different storylines.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you use TikTok?,No, that's for the younger lot.,Yes, it's addicting!
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you watch reality TV?,Occasionally, just for the laughs.,Yes, it's my guilty pleasure.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you watch late-night talk shows?,Not usually, I'm usually in bed.,Yes, love the humor and interviews.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you follow any webcomics?,No, not my cup of tea.,Yes, a few. They're really creative.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you enjoy historical dramas?,Yes, they're very engaging.,Only if they're not too slow.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you listen to talk radio?,Sometimes, mainly for news and politics.,Yes, during my commute.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Are you into true crime stories?,Not particularly, they're a bit grim.,Yes, they're fascinating.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you enjoy documentaries?,Yes, always up for learning something new.,Yes, especially about social issues.
GPT-4 generated,GPT-4 generated,Media & Entertainment,Do you prefer subbed or dubbed movies?,Subbed, you get the original performances.,Dubbed, it's easier to follow.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you like live theater?,Yes, it's a great night out.,Yes, it's a unique experience.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you prefer digital art or traditional art?,Traditional art has a timeless appeal.,Digital art; it's more versatile.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you enjoy jazz music?,It's alright for background music.,Yes, it's so complex and interesting.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you like abstract art?,Not much, it's a bit too open-ended for me.,Yes, it makes you think.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you follow any art blogs or channels?,No, not really interested.,Yes, it's great inspiration.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you listen to opera?,No, it's not to my taste.,Occasionally, it's very dramatic.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you enjoy craft fairs?,Yes, it's nice to see handmade items.,Yes, I always find something unique.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you collect any art pieces?,A few, mostly from local artists.,Yes, as an investment and for enjoyment.
GPT-4 generated,GPT-4 generated,Music & Arts,Have you ever been to an art auction?,No, it's a bit out of my league.,Once or twice, it's exciting.
GPT-4 generated,GPT-4 generated,Music & Arts,Do you enjoy performance art?,Not particularly, I find it hard to follow.,Yes, it's thought-provoking.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you follow seasonal fashion trends?,Not really, I stick to what I like.,Yes, gotta keep up!
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you own any designer clothes?,A few pieces, for special occasions.,Yes, love the quality and style.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you wear graphic tees?,Only if they're particularly clever.,Yes, it's a form of self-expression.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you prefer leather or synthetic materials?,Leather, for the quality.,Synthetic, it's more ethical.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you own any vintage clothing?,A few heirlooms, yes.,Yes, love the retro look.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you like wearing hats?,Only in dire need or for an event.,Yes, they're a cool accessory.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you use any custom-made clothing?,No, off-the-rack is fine for me.,Yes, for special occasions.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you like bright or muted colors?,Muted, they're more versatile.,Bright, they're more cheerful.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you have a signature scent?,Yes, it's part of my identity.,Yes, it's my go-to fragrance.
GPT-4 generated,GPT-4 generated,Fashion & Style,Do you wear high heels or flats?,Flats, they're more comfortable.,Heels, they make me feel confident.
GPT-4 generated,GPT-4 generated,Literature,Do you enjoy mystery novels?,Yes, Agatha Christie is a classic.,Yeah, love a good whodunit!
GPT-4 generated,GPT-4 generated,Literature,Do you like historical fiction?,Yes, they're fascinating.,Sometimes, if they're not too dry.
GPT-4 generated,GPT-4 generated,Literature,Do you read newspapers?,Mostly online these days.,I skim through the headlines on my phone.
GPT-4 generated,GPT-4 generated,Literature,Do you read magazines?,Not really, they're a bit outdated.,Sometimes, like when I'm at the dentist.
GPT-4 generated,GPT-4 generated,Literature,Do you read science fiction?,Only the classics like H.G. Wells.,Yes, love the imaginative worlds!
GPT-4 generated,GPT-4 generated,Literature,Do you read graphic novels?,No, not my cup of tea.,Yes, they're a quick read and entertaining.
GPT-4 generated,GPT-4 generated,Literature,Do you like romantic novels?,Only if they're not too sappy.,Yeah, they're a guilty pleasure.
GPT-4 generated,GPT-4 generated,Literature,Do you prefer anthologies?,Yes, you get a nice variety.,Not really, I like to dive deep into one story.
GPT-4 generated,GPT-4 generated,Literature,Do you read books on philosophy?,Sometimes, it's good to challenge oneself.,Not unless it's for a class or something.
GPT-4 generated,GPT-4 generated,Literature,Do you read short stories?,Yes, they're quite convenient.,If they're part of a collection, sure.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you greet people with a handshake?,Yes, it's the proper way.,Usually, unless it's a close friend or family.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you use honorific titles (Mr., Mrs., etc.)?,Yes, it's polite.,Only in formal situations.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you send thank-you notes?,Yes, it's good manners.,If it's a special occasion, yes.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you dress formally for work?,Generally, yes.,Depends on the workplace dress code.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you enjoy public speaking?,Not particularly, but I can manage.,Yes, I like engaging with an audience.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you consider yourself an introvert or extrovert?,Introvert, I enjoy my own company.,Extrovert, love being around people.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you enjoy clubbing or parties?,Not really, too noisy.,Yes, love to let loose!
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you like potluck dinners?,They're okay, I suppose.,Yes, it's fun to try different dishes.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you use social media to share personal news?,No, I prefer to tell people directly.,Occasionally, it's convenient.
GPT-4 generated,GPT-4 generated,Social Norms & Behavior,Do you share food when dining out with others?,Only if it's tapas or sharing plates.,Sure, more variety that way.
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you celebrate Halloween?,Not really, it's more for the kids.,Yes, love the costumes and candy!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you enjoy themed parties?,Not particularly.,Yes, they're a blast!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you cook special dishes for holidays?,Usually something traditional.,Yes, it's part of the celebration.
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you enjoy New Year's Eve celebrations?,I prefer a quiet night in.,Love the fireworks and parties!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you give or receive flowers?,It's a lovely gesture.,Yes, both giving and receiving.
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you celebrate graduation ceremonies?,Yes, it's a significant milestone.,Absolutely, it's a big achievement!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you make festive foods for celebrations?,Yes, it's part of the tradition.,Yes, homemade is best.
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you like Secret Santa gift exchanges?,It's a bit of fun, I suppose.,Love it, it's a holiday staple!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you enjoy costume parties?,Not especially.,Yes, love getting creative with outfits!
GPT-4 generated,GPT-4 generated,Holidays & Celebrations,Do you have a special dish you make for holidays?,Yes, a family recipe.,Yes, everyone looks forward to it.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you believe in "love at first sight"?,A bit skeptical, but anything's possible.,Sure, it's romantic to think so.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you set boundaries in your relationships?,Yes, it's quite important for a healthy relationship.,Absolutely, gotta have personal space.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you enjoy family trips?,They can be a lovely change of scenery.,Yes, love quality time with the fam!
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you have family traditions?,Certainly, they keep the family bond strong.,Yes, it's all about making memories.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you have a close relationship with your grandparents?,Yes, we usually have Sunday roast together.,Absolutely, they're like second parents.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you have family movie nights?,Sometimes, yes.,Yes, it's a fun way to spend time together.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you celebrate friendship anniversaries?,Not typically, no.,No, but we celebrate birthdays big time!
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you have a best friend?,Yes, been mates since school.,Yes, we go way back.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you set relationship goals?,Not explicitly, but we have mutual understanding.,Yes, it's good to have a roadmap.
GPT-4 generated,GPT-4 generated,Family & Relationships,Do you believe in soulmates?,It's a lovely concept, but not sure.,Yes, I do, it's magical.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you prefer city or rural vacations?,A bit of both, to be honest.,Love the city, always something to do!
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you like cruises?,Not particularly, it feels rather confined.,Yes, all-inclusive and relaxing.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you prefer hostels, hotels, or Airbnb?,Hotels, preferably.,Airbnb, like having a home away from home.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you use travel guides?,Sometimes, but I like to explore.,Yes, especially for a new place.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you enjoy long drives?,If it's through the countryside, yes.,Absolutely, love the open road!
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you like adventure travel?,Yes, as long as it's not too extreme.,Love it, the more adrenaline the better!
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you take staycations?,Yes, a good way to unwind locally.,Sometimes, it's easier and cheaper.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you like backpacking trips?,Yes, it's an adventure.,Not really, I prefer comfort.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you enjoy eco-tourism?,It's a responsible way to travel.,Yes, gotta take care of Mother Earth.
GPT-4 generated,GPT-4 generated,Travel & Commute,Do you prefer guided tours?,If it's a historical site, yes.,Not really, I like to explore on my own.
GPT-4 generated,GPT-4 generated,Education,Do you enjoy trivia games?,Quite enjoy a pub quiz, to be honest.,Love trivia nights, especially with friends.
GPT-4 generated,GPT-4 generated,Education,Do you participate in online forums for learning?,Not usually, I prefer structured courses.,Sometimes, it's a great way to expand my knowledge.
GPT-4 generated,GPT-4 generated,Education,Do you prefer lectures or interactive learning?,Interactive learning, keeps the mind engaged.,Definitely interactive, lectures can be a snooze.
GPT-4 generated,GPT-4 generated,Education,Do you like educational TV shows?,Yes, especially documentaries.,Absolutely, especially shows like 'Cosmos.'
GPT-4 generated,GPT-4 generated,Education,Do you enjoy debates?,Quite stimulating, I must say.,Love a good debate, it's exhilarating.
GPT-4 generated,GPT-4 generated,Education,Do you find math interesting?,It has its moments.,Not really my thing, to be honest.
GPT-4 generated,GPT-4 generated,Education,Do you enjoy science experiments?,Intriguing, though I don't do them often.,Yeah, it's like magic but real.
GPT-4 generated,GPT-4 generated,Education,Do you participate in educational challenges?,Occasionally, especially if there's a prize.,Yes, love a good intellectual challenge.
GPT-4 generated,GPT-4 generated,Education,Do you like studying history?,Absolutely, it's fascinating.,History's cool, especially the wars and stuff.
GPT-4 generated,GPT-4 generated,Education,Do you find learning languages enjoyable?,Yes, but it's a challenging process.,Absolutely, it's like unlocking a new world.
GPT-4 generated,GPT-4 generated,Work & Career,Do you work remotely?,Occasionally, but I prefer the office.,Yes, all the time. Remote life is the best.
GPT-4 generated,GPT-4 generated,Work & Career,Do you prefer full-time or part-time work?,Full-time, need the stability.,Full-time, for the benefits and security.
GPT-4 generated,GPT-4 generated,Work & Career,Do you work on weekends?,Not if I can help it.,Sometimes, got to hustle.
GPT-4 generated,GPT-4 generated,Work & Career,Do you have a mentor?,Yes, mentorship is invaluable.,Absolutely, everyone needs guidance.
GPT-4 generated,GPT-4 generated,Work & Career,Do you have a professional wardrobe?,Certainly, appearances matter.,Of course, got to dress for success.
GPT-4 generated,GPT-4 generated,Work & Career,Do you work in a team or independently?,Both, depends on the project.,Mainly in a team, but I can solo too.
GPT-4 generated,GPT-4 generated,Work & Career,Do you prefer project-based or ongoing work?,Project-based, keeps things fresh.,Ongoing, I like stability.
GPT-4 generated,GPT-4 generated,Work & Career,Do you work in a corporate or startup environment?,Corporate, it's more structured.,Startup, love the fast pace.
GPT-4 generated,GPT-4 generated,Work & Career,Do you take work-related courses?,Yes, professional development is key.,Definitely, always leveling up.
GPT-4 generated,GPT-4 generated,Work & Career,Do you believe in the concept of a "dream job"?,It's a bit idealistic, isn't it?,Yes, you should love what you do.
GPT-4 generated,GPT-4 generated,Technology,Do you use voice assistants?,Not frequently, a bit wary of them.,Yes, use Siri all the time.
GPT-4 generated,GPT-4 generated,Technology,Do you prefer iOS or Android?,iOS, it's more user-friendly.,Android, love the customization.
GPT-4 generated,GPT-4 generated,Technology,Do you own any vintage tech?,Got an old Nokia somewhere.,Yes, still have my Gameboy.
GPT-4 generated,GPT-4 generated,Technology,Do you use antivirus software?,Absolutely, better safe than sorry.,Yes, always stay protected.
GPT-4 generated,GPT-4 generated,Technology,Do you use home security tech?,Yes, got a CCTV system.,Definitely, Ring doorbell and all.
GPT-4 generated,GPT-4 generated,Technology,Do you have a smart TV?,Yes, it's quite convenient.,Absolutely, it's essential these days.
GPT-4 generated,GPT-4 generated,Technology,Do you use parental controls on devices?,No, don't have kids.,Yes, gotta keep the little ones safe.
GPT-4 generated,GPT-4 generated,Technology,Do you own a drone?,No, not really my thing.,Yes, it's super fun.
GPT-4 generated,GPT-4 generated,Technology,Do you prefer laptops or desktops?,Laptop, it's more portable.,Desktop, more power for the price.
GPT-4 generated,GPT-4 generated,Technology,Do you own a gaming console?,Yes, got a PS5.,Absolutely, Xbox all the way.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you go birdwatching?,Not frequently, but it's a nice, quiet hobby.,Not really my thing.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you use solar power?,Not yet, but considering it.,I've got some solar panels, yeah.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you have a rainwater harvesting system?,No, but it's a good idea given the weather here.,Not really common where I live.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you participate in Earth Hour?,Yes, it's a small step toward sustainability.,Sure, I turn off the lights.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you use eco-friendly cleaning products?,Trying to switch over, yes.,Absolutely, gotta think of the planet.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you go for nature walks?,Absolutely, love a good stroll in the countryside.,Yep, it's great to get outdoors.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you own any pets?,Yes, got a British Shorthair cat.,Yes, got a couple of dogs.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you use biodegradable products?,Yes, doing my bit for the environment.,I try to, but it's tough sometimes.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you adopt or buy pets?,Adopt, it's the responsible choice.,Adopt, so many pets need homes.
GPT-4 generated,GPT-4 generated,Environment & Nature,Do you use an electric or hybrid vehicle?,No, but I'm considering a hybrid.,Got an electric, love it.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you believe in term limits for politicians?,Yes, fresh perspectives are crucial.,Absolutely, stops them from getting too comfy.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you read political think pieces?,Sometimes, it's good to stay informed.,Not really, too many hot takes.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you follow any political podcasts?,Not my cup of tea, to be honest.,Yes, love hearing all the opinions.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you believe in universal healthcare?,Absolutely, it's a basic human right.,I'm on the fence, it's complicated.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you believe in gun control?,Absolutely, no need for civilians to have guns.,Yes, but the Second Amendment is important too.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you volunteer for political campaigns?,No, but I do vote.,Sometimes, gotta support the cause.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you consider yourself conservative, liberal, or centrist?,Centrist, I'd say.,Liberal, for the most part.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you follow local politics?,Somewhat, usually around election time.,Yes, local stuff matters.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you discuss politics at family gatherings?,Avoid it like the plague, too divisive.,Sometimes, but it can get heated.
GPT-4 generated,GPT-4 generated,Governance & Politics,Do you believe political systems should evolve?,Certainly, stagnation leads to problems.,Absolutely, change is essential.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you prefer home remedies?,Sometimes, but the NHS is my go-to.,I use both, but I trust my doctor first.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you use fitness trackers?,Yes, gotta get those 10,000 steps in.,Yes, it's a good way to stay accountable.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you participate in health challenges?,Not regularly, no.,Sometimes, they're fun!
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you follow any dietary restrictions for health reasons?,Just a balanced diet, nothing strict.,I'm on a gluten-free diet.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you go for regular eye check-ups?,I do, once a year.,Yes, gotta keep those eyes healthy.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you use essential oils?,A bit skeptical, but they smell nice.,I love them, use them all the time.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you go to sleep at a consistent time?,Try to, but life often gets in the way.,Yes, I value my sleep.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you get a flu shot annually?,Yes, better safe than sorry.,Of course, it's a must.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you use dietary supplements?,Only vitamin D in the winter.,I take a daily multivitamin.
GPT-4 generated,GPT-4 generated,Health & Wellness,Do you follow a skin-care routine?,Basic one, yes.,Absolutely, self-care is important.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you consider yourself spiritual but not religious?,Not particularly, no.,Yes, spirituality is personal to me.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you read daily devotionals?,No, that's not my thing.,Occasionally, it's uplifting.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you believe in reincarnation?,No, not a part of my belief system.,I'm open to the idea.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you have a spiritual journal?,No, not really.,Yes, it helps me reflect.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you attend spiritual workshops?,No, I don't.,Once in a while, it's enlightening.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you visit holy sites?,Only if it's a historical place.,Yes, it's a great way to connect.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you use spiritual apps?,No, don't really see the point.,Yes, they help me stay grounded.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you participate in charity as a religious duty?,Charity, yes, but not as a religious duty.,Yes, it's a part of my faith.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you believe in the power of crystals?,Not really, seems a bit "New Age" to me.,I have a few, they're interesting.
GPT-4 generated,GPT-4 generated,Spirituality & Religion,Do you follow the teachings of multiple religions?,No, that would be confusing.,I take what resonates with me from various beliefs.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you prefer carpet or hardwood floors?,Hardwood, easier to clean.,Hardwood floors all the way.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you have a dedicated gaming room?,No, not much of a gamer.,I wish! That would be awesome.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you use smart home devices?,A few, like a smart thermostat.,Yes, love my smart home setup.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you own a second home?,No, one's plenty.,I have a vacation home.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you use interior designers?,Not really, I do my own decorating.,Yes, for a professional touch.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you have a home automation system?,I've dabbled in it, yes.,Fully automated, it's the future!
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you own a swimming pool?,No, not necessary in the UK.,Yes, great for the summer.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you use a hot tub or sauna?,Occasionally at the spa.,I have a hot tub in my backyard.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you have a home gym?,No, I have a gym membership.,Yes, I built one during the pandemic.
GPT-4 generated,GPT-4 generated,Housing & Lifestyle,Do you prefer a single-story or multi-story home?,Multi-story, saves space.,Single-story, easier to navigate.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you enjoy escape rooms?,They're quite fun, yes.,Love them, they're a blast!
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you like DIY projects?,Yes, very satisfying.,I'm all about DIY.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you use a budgeting app?,I keep a manual budget.,Yes, it's a lifesaver.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you participate in extreme sports?,Not my cup of tea.,I've tried skydiving!
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you like karaoke?,Only after a pint or two.,I own my own karaoke machine.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you follow astrology charts?,Not really, seems a bit daft.,Sometimes, just for fun.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you enjoy renaissance fairs?,Can't say I've been to one.,Love them, such a unique experience!
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you have a favorite conspiracy theory?,Don't believe in them, mate.,They're fun to think about.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you like pop-up shops?,They're a nice change of pace.,Yes, they're so trendy.
GPT-4 generated,GPT-4 generated,Miscellaneous,Do you believe in life on other planets?,It's a possibility, isn't it?,Absolutely, the universe is huge!
GPT-4 generated,GPT-4 generated,Food & Drink,Do you enjoy farm-to-table dining?,Yes, the quality is noticeably better.,Absolutely, it's so fresh!
GPT-4 generated,GPT-4 generated,Food & Drink,Do you like molecular gastronomy?,Not particularly, a bit too fussy for me.,Tried it once, it's like science and food combined!
GPT-4 generated,GPT-4 generated,Food & Drink,Do you prefer glass or plastic bottles for beverages?,Glass, it's more sustainable.,Glass, better for the environment.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you use meal kits?,No, I prefer to cook from scratch.,Yes, they're convenient.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you prefer waffles or pancakes?,Pancakes, they're classic.,Waffles, love those pockets of goodness.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you enjoy eating organs or offal?,No, not to my taste.,Not really, it's a bit much for me.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you like sour flavors?,Yes, particularly in candies.,Sure, like sour candy and all.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you enjoy barbecue?,It's alright, prefer a good roast.,Love it, it's a staple.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you have a favorite type of bread?,Sourdough, can't beat it.,I love a good ciabatta.
GPT-4 generated,GPT-4 generated,Food & Drink,Do you eat local honey?,Yes, supports local beekeepers.,Absolutely, it's healthier too.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you play golf?,Occasionally, good for networking.,Yep, hit the links on weekends.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you enjoy bungee jumping?,Never tried, sounds terrifying.,It's on my bucket list.
GPT-4 generated,GPT-4 generated,Sports & Recreation,Do you do indoor rock climbing?,Not my cup of tea.,I've done it a few times, it's fun!
